,EVI_median,NDVI_median,Latitude,Longitude,Sample Date
104,2158.5,4739.0,-26.73806,27.59194,2011-01-27
105,183.0,375.0,-28.760833,17.730278,2011-01-30
106,4623.0,7146.0,-26.861111,28.884722,2011-01-31
107,2157.0,5002.0,-26.73806,27.59194,2011-01-31
108,4357.0,6614.0,-25.127778,27.628889,2011-02-01
109,4894.0,7698.0,-24.69514,27.40906,2011-02-01
110,4472.0,7208.0,-27.363611,31.783333,2011-02-01
111,2366.0,4972.0,-27.802778,28.768333,2011-02-01
112,2483.0,4834.0,-29.160278,26.573333,2011-02-01
113,2875.0,6372.0,-34.329722,18.990278,2011-02-01
114,5281.0,7455.0,-25.20639,27.558,2011-02-02
115,4035.0,6556.0,-23.281,30.54305556,2011-02-03
116,6328.0,7917.0,-28.801278,31.955389,2011-02-03
117,3080.0,5906.0,-27.00222,28.76528,2011-02-03
118,2728.0,5315.0,-27.02314,28.59389,2011-02-03
119,2296.0,4319.0,-27.3,28.586944,2011-02-03
120,4326.0,6567.0,-30.679722,26.7125,2011-02-03
121,1928.0,3875.0,-28.460833,21.248889,2011-02-03
122,1928.0,3875.0,-28.460833,21.248889,2011-02-04
123,3455.0,5209.0,-29.140556,31.391944,2011-02-07
124,3863.0,6060.5,-25.99136,27.84208,2011-02-07
125,2182.5,4249.5,-24.058889,31.237222,2011-02-07
126,2143.0,5158.5,-26.73806,27.59194,2011-02-07
127,3248.5,5699.0,-30.86013889,29.07125,2011-02-07
128,4227.0,7536.0,-27.356667,27.286389,2011-02-07
129,3115.5,5274.5,-28.058889,30.373611,2011-02-07
130,2293.0,4933.0,-27.01011111,26.69808333,2011-02-08
131,2919.0,5922.0,-27.169444,29.233889,2011-02-08
132,2590.0,4893.5,-26.98472222,26.63227778,2011-02-08
133,3114.0,5734.0,-27.398611,26.614722,2011-02-08
134,3833.0,6379.5,-27.573056,24.746389,2011-02-08
135,2358.5,4482.0,-33.501667,21.624167,2011-02-08
136,1602.5,2263.5,-32.502778,19.535833,2011-02-08
137,3440.5,6451.0,-25.45963889,28.26430556,2011-02-08
138,3142.0,5729.5,-26.970278,27.211111,2011-02-09
139,3322.0,5669.0,-27.273889,28.49,2011-02-09
140,4124.0,6351.0,-28.69485,28.23487,2011-02-09
141,3517.0,5249.5,-28.883333,27.89,2011-02-09
142,2695.0,5300.5,-27.02314,28.59389,2011-02-10
143,3938.5,6619.5,-30.679722,26.7125,2011-02-10
144,2198.5,4437.0,-30.534167,24.961944,2011-02-10
145,3331.0,6390.0,-34.031944,22.053333,2011-02-10
146,2925.5,5745.0,-34.039722,22.133333,2011-02-10
147,3147.0,4998.0,-32.595833,19.009444,2011-02-10
148,5972.0,7827.0,-28.801278,31.955389,2011-02-11
149,3168.0,5208.0,-29.658056,25.973333,2011-02-11
150,4256.0,6362.5,-28.068333,31.55,2011-02-11
151,-31.0,-70.0,-28.760833,17.730278,2011-02-13
152,4266.0,7124.0,-29.7775,29.470833,2011-02-14
153,5271.0,7618.0,-29.987778,29.851667,2011-02-14
154,3668.5,6604.0,-29.744167,29.905833,2011-02-14
155,4407.0,7104.0,-26.861111,28.884722,2011-02-14
156,4787.0,6989.5,-26.45,28.085833,2011-02-14
157,2211.5,4408.5,-31.396,29.2651,2011-02-14
158,5281.0,7455.0,-25.20639,27.558,2011-02-15
159,5439.0,7885.0,-24.69514,27.40906,2011-02-15
160,2978.0,5772.0,-26.006389,29.253889,2011-02-15
161,2252.0,4770.0,-27.802778,28.768333,2011-02-15
162,3100.0,5705.0,-27.398611,26.614722,2011-02-15
163,2575.0,4673.0,-27.671111,27.236944,2011-02-15
164,2483.0,4834.0,-29.160278,26.573333,2011-02-15
165,3829.0,7031.0,-30.568333,29.422778,2011-02-15
166,3912.0,7045.0,-30.570833,29.150556,2011-02-15
167,2023.0,3450.0,-33.38056,19.30167,2011-02-15
168,2148.0,4221.0,-33.31388889,19.07472222,2011-02-15
169,3951.0,6383.0,-27.495556,26.074722,2011-02-15
170,4146.0,6684.0,-25.436111,31.982222,2011-02-16
171,3121.0,5975.0,-24.39619444,27.08983333,2011-02-16
172,5182.0,8012.0,-25.67386,31.57527,2011-02-16
173,3010.0,6154.0,-30.733889,29.828333,2011-02-16
174,4398.0,7673.0,-30.398056,30.601944,2011-02-16
175,3398.0,5743.0,-27.273889,28.49,2011-02-16
176,2296.0,4319.0,-27.3,28.586944,2011-02-16
177,3229.0,6734.0,-27.044444,27.005,2011-02-16
178,3077.0,5699.0,-30.86013889,29.07125,2011-02-16
179,3479.0,7058.0,-30.77586667,29.03221667,2011-02-16
180,1766.0,2803.0,-33.13083,18.86278,2011-02-16
181,2553.0,5625.0,-24.925278,29.324444,2011-02-17
182,3080.0,5906.0,-27.00222,28.76528,2011-02-17
183,2728.0,5315.0,-27.02314,28.59389,2011-02-17
184,3565.0,6134.0,-22.43772222,31.07805556,2011-02-18
185,4001.0,6829.0,-29.803611,30.516111,2011-02-18
186,3736.0,5954.0,-25.99136,27.84208,2011-02-21
187,4191.0,7062.0,-26.861111,28.884722,2011-02-21
188,2129.0,5315.0,-26.73806,27.59194,2011-02-21
189,5408.0,7703.0,-26.45,28.085833,2011-02-21
190,2404.0,5211.0,-27.01011111,26.69808333,2011-02-22
191,3093.0,5992.0,-27.169444,29.233889,2011-02-22
192,2925.0,5247.0,-26.98472222,26.63227778,2011-02-22
193,3100.0,5705.0,-27.398611,26.614722,2011-02-22
194,2483.0,4834.0,-29.160278,26.573333,2011-02-22
195,3129.0,5122.0,-33.818056,19.694722,2011-02-22
196,3180.5,6049.0,-25.81048333,27.90955222,2011-02-23
197,2504.0,4876.5,-29.641944,30.6875,2011-02-23
198,2667.0,4779.0,-34.065833,20.404167,2011-02-23
199,3353.0,5329.5,-33.980556,21.653333,2011-02-23
200,3559.0,5799.0,-22.769722,30.886944,2011-02-23
201,2918.0,5757.5,-27.00222,28.76528,2011-02-23
202,2773.0,5212.0,-27.02314,28.59389,2011-02-23
203,2226.0,4809.0,-27.38972222,26.46388889,2011-02-23
204,3052.0,5719.0,-27.398611,26.614722,2011-02-23
205,2237.0,4662.0,-27.671111,27.236944,2011-02-23
206,3924.5,6992.5,-27.356667,27.286389,2011-02-23
207,2259.0,3904.5,-33.897778,20.012778,2011-02-23
208,3540.5,6774.5,-23.763056,27.908611,2011-02-24
209,2678.0,4373.5,-23.23572222,27.717,2011-02-24
210,5881.5,7883.0,-28.44555556,32.325,2011-02-24
211,3839.5,6619.5,-30.679722,26.7125,2011-02-24
212,3506.0,6150.0,-30.160091,27.40124,2011-02-24
213,1775.0,3679.0,-30.336111,27.359444,2011-02-24
214,2226.0,4207.0,-28.460833,21.248889,2011-02-24
215,3145.5,5340.5,-22.91028,29.61111,2011-02-25
216,-321.5,-665.0,-28.760833,17.730278,2011-02-27
217,1857.0,3596.0,-24.183889,30.823889,2011-03-01
218,3052.0,5719.0,-27.398611,26.614722,2011-03-01
219,2237.0,4662.0,-27.671111,27.236944,2011-03-01
220,2477.5,4977.5,-29.160278,26.573333,2011-03-01
221,3677.0,6363.5,-27.495556,26.074722,2011-03-01
222,2946.0,4836.0,-23.658056,31.05,2011-03-02
223,3831.5,6806.0,-26.648056,27.089444,2011-03-02
224,2209.5,4474.0,-27.802778,28.768333,2011-03-02
225,4253.0,6289.0,-24.679167,30.8025,2011-03-03
226,3082.0,5556.0,-27.273889,28.49,2011-03-03
227,2392.0,4524.0,-27.3,28.586944,2011-03-03
228,3353.0,6672.0,-30.679722,26.7125,2011-03-03
229,2728.0,5109.0,-27.02314,28.59389,2011-03-04
230,3208.0,5954.0,-25.99136,27.84208,2011-03-07
231,4926.0,7966.0,-31.554722,29.245556,2011-03-07
232,2404.0,5293.0,-27.01011111,26.69808333,2011-03-08
233,2167.0,4178.0,-27.802778,28.768333,2011-03-08
234,3465.0,5525.0,-26.98472222,26.63227778,2011-03-08
235,3004.0,5733.0,-27.398611,26.614722,2011-03-08
236,1899.0,4651.0,-27.671111,27.236944,2011-03-08
237,2472.0,5121.0,-29.160278,26.573333,2011-03-08
238,2196.0,4509.0,-31.396,29.2651,2011-03-08
239,3466.0,6428.0,-25.45963889,28.26430556,2011-03-08
240,3151.0,5987.0,-25.81048333,27.90955222,2011-03-09
241,3163.0,5100.0,-22.225556,29.990556,2011-03-09
242,3872.0,6995.0,-26.03611,30.99778,2011-03-09
243,2900.0,5694.0,-28.404444,30.013056,2011-03-09
244,3442.0,6523.0,-29.380556,30.2775,2011-03-09
245,3733.0,6596.0,-26.648056,27.089444,2011-03-09
246,2961.0,5347.0,-26.970278,27.211111,2011-03-09
247,3082.0,5556.0,-27.273889,28.49,2011-03-09
248,2392.0,4524.0,-27.3,28.586944,2011-03-09
249,3229.0,5854.0,-27.044444,27.005,2011-03-09
250,3226.0,6441.0,-28.69485,28.23487,2011-03-09
251,3068.0,5189.0,-28.883333,27.89,2011-03-09
252,3682.0,6802.0,-30.568333,29.422778,2011-03-09
253,3549.0,6424.0,-30.570833,29.150556,2011-03-09
254,1617.0,4048.0,-34.329722,18.990278,2011-03-09
255,3459.0,6211.0,-30.830556,26.921389,2011-03-10
256,4111.0,7132.0,-25.49037,30.6986,2011-03-10
257,3442.0,6523.0,-29.380556,30.2775,2011-03-10
258,2929.0,5697.0,-30.86013889,29.07125,2011-03-10
259,3479.0,7058.0,-30.77586667,29.03221667,2011-03-10
260,3127.0,5109.0,-29.658056,25.973333,2011-03-11
261,1770.5,3879.0,-30.534167,24.961944,2011-03-11
262,3125.0,5559.5,-31.031389,28.883333,2011-03-11
263,2925.5,5974.0,-34.039722,22.133333,2011-03-11
264,-321.5,-665.0,-28.760833,17.730278,2011-03-13
265,4108.5,7091.5,-29.7775,29.470833,2011-03-14
266,4962.5,7613.0,-29.987778,29.851667,2011-03-14
267,3554.0,6618.0,-29.744167,29.905833,2011-03-14
268,2956.0,5637.0,-26.861111,28.884722,2011-03-14
269,2048.5,5339.5,-26.73806,27.59194,2011-03-14
270,5440.0,7813.5,-26.45,28.085833,2011-03-14
271,3216.5,5940.0,-25.127778,27.628889,2011-03-15
272,4295.0,6259.5,-25.20639,27.558,2011-03-15
273,4473.0,7161.0,-24.69514,27.40906,2011-03-15
274,3139.5,5237.0,-25.73411,27.21422,2011-03-15
275,2810.5,5583.0,-26.006389,29.253889,2011-03-15
276,3779.5,6795.5,-28.747778,31.745833,2011-03-15
277,2922.0,6069.5,-30.733889,29.828333,2011-03-15
278,2841.0,5670.5,-27.398611,26.614722,2011-03-15
279,3357.5,6168.5,-27.495556,26.074722,2011-03-15
280,2907.5,5896.0,-24.282222,28.090278,2011-03-16
281,3804.0,7173.5,-30.398056,30.601944,2011-03-16
282,4236.5,7548.0,-30.27402,30.69602,2011-03-16
283,3596.5,6289.0,-26.880278,26.965,2011-03-16
284,2940.0,5487.0,-27.273889,28.49,2011-03-16
285,3086.5,6390.0,-34.031944,22.053333,2011-03-16
286,3534.0,6592.5,-23.763056,27.908611,2011-03-17
287,2595.0,5240.5,-27.00222,28.76528,2011-03-17
288,2485.0,4827.5,-27.02314,28.59389,2011-03-17
289,2108.5,4546.0,-24.925278,29.324444,2011-03-18
290,3924.0,6725.0,-29.803611,30.516111,2011-03-18
291,2450.0,5347.0,-26.970278,27.211111,2011-03-21
292,2404.0,5515.0,-27.01011111,26.69808333,2011-03-22
293,3175.0,5764.0,-25.99136,27.84208,2011-03-22
294,2932.0,5419.0,-26.861111,28.884722,2011-03-22
295,5472.0,7924.0,-26.45,28.085833,2011-03-22
296,2678.0,5733.0,-27.398611,26.614722,2011-03-22
297,2442.0,4523.0,-33.501667,21.624167,2011-03-22
298,2168.0,4270.0,-33.31388889,19.07472222,2011-03-22
299,2158.0,4211.0,-28.338333,31.373611,2011-03-22
300,2721.0,4930.0,-29.641944,30.6875,2011-03-23
301,3660.0,6062.0,-28.735556,29.820556,2011-03-23
302,3435.0,6554.0,-26.648056,27.089444,2011-03-23
303,3229.0,5655.0,-27.044444,27.005,2011-03-23
304,2450.0,4893.0,-29.160278,26.573333,2011-03-23
305,1914.0,3199.0,-33.13083,18.86278,2011-03-23
306,3466.0,6428.0,-25.45963889,28.26430556,2011-03-23
307,3151.0,5971.0,-25.81048333,27.90955222,2011-03-24
308,3031.0,5676.0,-27.602222,29.942778,2011-03-24
309,2694.0,4532.0,-27.3,28.586944,2011-03-24
310,1498.0,3071.0,-33.38056,19.30167,2011-03-24
311,2434.0,4872.0,-27.00222,28.76528,2011-03-25
312,2242.0,4546.0,-27.02314,28.59389,2011-03-25
313,3706.0,6226.0,-30.160091,27.40124,2011-03-25
314,1460.0,3186.0,-30.336111,27.359444,2011-03-25
315,-100.5,-209.0,-28.760833,17.730278,2011-03-27
316,3023.0,4959.5,-22.43772222,31.07805556,2011-03-28
317,1963.0,5213.5,-26.73806,27.59194,2011-03-28
318,2968.5,5939.5,-25.127778,27.628889,2011-03-29
319,3282.5,5717.5,-25.20639,27.558,2011-03-29
320,3946.5,6470.0,-24.69514,27.40906,2011-03-29
321,3251.5,5711.5,-27.169444,29.233889,2011-03-29
322,3491.5,5977.0,-26.98472222,26.63227778,2011-03-29
323,2465.5,5209.5,-28.141944,26.417778,2011-03-29
324,3031.0,5624.5,-28.116667,26.725278,2011-03-29
325,2571.0,5528.5,-27.398611,26.614722,2011-03-29
326,2426.5,4816.5,-29.160278,26.573333,2011-03-29
327,3263.0,5956.5,-27.495556,26.074722,2011-03-29
328,3131.5,5515.0,-34.065833,20.404167,2011-03-30
329,4015.0,7280.5,-27.363611,31.783333,2011-03-30
330,4827.5,7894.0,-26.905,32.324722,2011-03-30
331,1449.5,3253.5,-28.75,30.442778,2011-03-30
332,3263.5,6121.5,-29.161667,30.629722,2011-03-30
333,3641.0,6370.5,-26.880278,26.965,2011-03-30
334,2571.0,5528.5,-27.398611,26.614722,2011-03-30
335,3092.5,6440.5,-28.69485,28.23487,2011-03-30
336,2829.0,5169.5,-28.883333,27.89,2011-03-30
337,2330.5,5111.0,-33.818056,19.694722,2011-03-30
338,1967.5,3797.0,-34.075556,20.145556,2011-03-30
339,2420.0,4863.5,-27.00222,28.76528,2011-03-31
340,2154.0,4472.0,-27.02314,28.59389,2011-03-31
341,3089.0,5863.5,-30.679722,26.7125,2011-03-31
342,1691.5,3673.5,-30.534167,24.961944,2011-03-31
343,2116.5,3777.0,-33.897778,20.012778,2011-03-31
344,2915.0,5247.5,-22.769722,30.886944,2011-04-01
345,2016.5,4110.5,-27.802778,28.768333,2011-04-01
346,3158.0,5803.0,-27.5275,30.858056,2011-04-02
347,3175.0,5764.0,-25.99136,27.84208,2011-04-04
348,4351.0,7381.0,-25.513889,31.224444,2011-04-04
349,4177.0,6661.0,-25.398889,31.610556,2011-04-04
350,2731.0,4612.0,-24.183889,30.823889,2011-04-05
351,3359.0,5592.0,-23.281,30.54305556,2011-04-05
352,2798.0,5302.0,-25.362222,31.956667,2011-04-05
353,3255.0,6354.0,-29.380556,30.2775,2011-04-05
354,2464.0,5324.0,-27.398611,26.614722,2011-04-05
355,3464.0,6320.0,-25.45963889,28.26430556,2011-04-05
356,2639.0,5971.0,-25.81048333,27.90955222,2011-04-06
357,2818.0,4328.0,-23.658056,31.05,2011-04-06
358,2314.0,4217.0,-24.058889,31.237222,2011-04-06
359,3316.0,5606.0,-24.034167,31.123611,2011-04-06
360,4348.0,7134.0,-24.99328,30.81444,2011-04-06
361,2624.0,4884.0,-25.14944444,31.94055556,2011-04-06
362,2987.0,5856.0,-27.937778,31.209444,2011-04-06
363,2900.0,5597.0,-28.404444,30.013056,2011-04-06
364,3854.0,6383.0,-26.880278,26.965,2011-04-06
365,1967.0,4822.0,-31.000833,26.353056,2011-04-06
366,3226.0,6195.0,-24.679167,30.8025,2011-04-07
367,4348.0,7134.0,-24.99328,30.81444,2011-04-07
368,2242.0,4546.0,-27.02314,28.59389,2011-04-07
369,44.0,97.0,-28.760833,17.730278,2011-04-10
370,1958.0,5112.0,-26.73806,27.59194,2011-04-10
371,3798.0,6862.0,-25.49037,30.6986,2011-04-11
372,4861.0,7557.0,-29.987778,29.851667,2011-04-11
373,3199.0,6558.0,-29.744167,29.905833,2011-04-11
374,2839.0,4819.0,-26.861111,28.884722,2011-04-11
375,2211.0,5202.0,-26.970278,27.211111,2011-04-11
376,5366.0,7156.0,-26.45,28.085833,2011-04-11
377,1893.0,4289.0,-31.396,29.2651,2011-04-11
378,4638.0,7966.0,-31.554722,29.245556,2011-04-11
379,3053.0,6005.0,-27.356667,27.286389,2011-04-11
380,3827.0,6904.0,-25.447222,30.711667,2011-04-11
381,2253.0,5350.0,-27.01011111,26.69808333,2011-04-12
382,2865.0,6003.5,-25.127778,27.628889,2011-04-12
383,3282.5,5717.5,-25.20639,27.558,2011-04-12
384,3476.0,6156.5,-24.69514,27.40906,2011-04-12
385,2587.5,5085.5,-25.73411,27.21422,2011-04-12
386,2007.5,5215.5,-26.006389,29.253889,2011-04-12
387,3912.0,6989.0,-26.03611,30.99778,2011-04-12
388,5933.0,8142.0,-28.801278,31.955389,2011-04-12
389,2913.0,5917.5,-30.733889,29.828333,2011-04-12
390,2972.0,5375.0,-27.169444,29.233889,2011-04-12
391,1940.0,3957.5,-27.802778,28.768333,2011-04-12
392,3474.5,5977.0,-26.98472222,26.63227778,2011-04-12
393,2394.5,5179.0,-27.398611,26.614722,2011-04-12
394,2192.5,4435.0,-29.160278,26.573333,2011-04-12
395,3345.0,6190.5,-30.568333,29.422778,2011-04-12
396,3263.0,5750.0,-30.570833,29.150556,2011-04-12
397,2160.0,4428.0,-33.501667,21.624167,2011-04-12
398,2879.0,5956.5,-27.495556,26.074722,2011-04-12
399,3433.0,6004.0,-25.57877778,29.12747222,2011-04-12
400,5933.0,8142.0,-28.801278,31.955389,2011-04-13
401,3999.5,7380.0,-30.398056,30.601944,2011-04-13
402,4227.0,7367.5,-30.27402,30.69602,2011-04-13
403,3156.5,6152.5,-26.648056,27.089444,2011-04-13
404,2300.0,4984.5,-27.044444,27.005,2011-04-13
405,2993.0,5334.0,-31.031389,28.883333,2011-04-13
406,2142.0,4471.5,-30.86013889,29.07125,2011-04-13
407,2159.5,4816.5,-24.925278,29.324444,2011-04-14
408,2206.0,4676.5,-27.00222,28.76528,2011-04-14
409,2140.5,4429.0,-27.02314,28.59389,2011-04-14
410,2349.0,4661.5,-30.160091,27.40124,2011-04-14
411,1630.0,3590.0,-30.336111,27.359444,2011-04-14
412,2257.5,4475.0,-30.830556,26.921389,2011-04-15
413,1918.0,4552.5,-27.902778,24.615556,2011-04-15
414,2909.5,6206.5,-34.031944,22.053333,2011-04-15
415,3847.5,6659.0,-29.803611,30.516111,2011-04-15
416,2425.5,4475.5,-22.43772222,31.07805556,2011-04-16
417,3152.5,5671.0,-25.99136,27.84208,2011-04-18
418,3175.0,6211.5,-34.039722,22.133333,2011-04-18
419,3145.5,5577.5,-28.735556,29.820556,2011-04-19
420,1940.0,3957.5,-27.802778,28.768333,2011-04-19
421,1610.0,3253.5,-33.38056,19.30167,2011-04-19
422,2232.0,4468.0,-33.31388889,19.07472222,2011-04-19
423,2912.0,5873.0,-27.356667,27.286389,2011-04-19
424,3001.5,5379.5,-28.068333,31.55,2011-04-19
425,2325.0,5034.0,-27.398611,26.614722,2011-04-20
426,1982.0,3977.0,-29.160278,26.573333,2011-04-20
427,1969.0,4062.0,-30.830556,26.921389,2011-04-21
428,4462.0,7345.0,-27.363611,31.783333,2011-04-21
429,2070.0,4578.0,-27.044444,27.005,2011-04-21
430,1644.0,4147.0,-27.902778,24.615556,2011-04-21
431,44.0,97.0,-28.760833,17.730278,2011-04-25
432,2146.0,4728.0,-26.861111,28.884722,2011-04-25
433,2097.0,4887.0,-26.970278,27.211111,2011-04-25
434,4383.0,6231.0,-26.45,28.085833,2011-04-25
435,2109.0,5185.0,-27.01011111,26.69808333,2011-04-26
436,2766.0,5800.0,-25.127778,27.628889,2011-04-26
437,3080.0,5728.0,-25.20639,27.558,2011-04-26
438,3111.0,5997.0,-24.69514,27.40906,2011-04-26
439,2534.0,5319.0,-27.169444,29.233889,2011-04-26
440,3484.0,5951.0,-26.98472222,26.63227778,2011-04-26
441,2325.0,5034.0,-27.398611,26.614722,2011-04-26
442,2544.0,5920.0,-27.495556,26.074722,2011-04-26
443,3343.0,5721.0,-34.065833,20.404167,2011-04-27
444,1510.0,2866.0,-28.75,30.442778,2011-04-27
445,3723.0,6234.0,-29.161667,30.629722,2011-04-27
446,3428.0,6383.0,-26.880278,26.965,2011-04-27
447,2142.5,4298.0,-33.897778,20.012778,2011-04-28
448,3110.5,5554.0,-25.99136,27.84208,2011-05-02
449,2917.0,5721.5,-29.380556,30.2775,2011-05-03
450,3019.0,5013.0,-26.45,28.085833,2011-05-03
451,1581.5,3955.0,-27.902778,24.615556,2011-05-03
452,2958.0,5684.5,-25.45963889,28.26430556,2011-05-03
453,3162.5,5682.0,-25.57877778,29.12747222,2011-05-03
454,2354.0,5424.0,-25.81048333,27.90955222,2011-05-04
455,1588.0,4265.5,-26.006389,29.253889,2011-05-04
456,2675.5,5511.0,-28.404444,30.013056,2011-05-04
457,1644.0,3569.0,-27.802778,28.768333,2011-05-04
458,2640.0,5272.5,-27.356667,27.286389,2011-05-04
459,2701.0,5610.5,-27.937778,31.209444,2011-05-05
460,2823.0,5584.0,-27.5275,30.858056,2011-05-05
461,1890.5,3797.0,-27.3,28.586944,2011-05-05
462,2243.0,4891.5,-27.398611,26.614722,2011-05-05
