,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,pet,elevation,EVI,NDVI,Land Surface Temperature,nir,green,swir16,swir22,NDMI,MNDWI,cec,clay,pH,phosphorous,flow_accumulation,skin_temperature,soil_temperature,temperature_2m,total_evaporation_sum,total_precipitation_sum,volumetric_soil_water,precipitation,cec_pH_interaction,phosphorous_pH_interaction,NDVI_LST_interaction,flow_acc_clay_interaction,flow_acc_phosphorous_interaction,evaporation_precipitation_ratio,cec_clay_ratio
10,94.718,227.9,132.0,93.8,1264.6258884773251,736.0,1849.0,15162.5,14391.0,9840.0,13799.5,11265.0,0.020982245792022,-0.1674950823832984,26.0,28.0,67.0,20.0,26119.7,295.05110359191895,295.5275592803955,293.97450669606525,-0.0037332330830395,0.00704385489224,0.3469403584798177,68.02875995635986,1742.0,1340.0,28035462.5,731351.6,522394.0,-0.529923346916869,0.9285713954081645
11,86.8,226.3,114.0,100.9,1252.92047172664,3315.0,6050.0,15206.5,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,23.0,25.0,66.0,20.0,32489.97674418605,295.16077582041424,296.06911214192706,294.31070391337073,-0.0036258958280086,0.0066785901784758,0.3308315277099609,66.23879432678223,1518.0,1320.0,91999325.0,812249.4186046512,649799.534883721,-0.542832079682467,0.9199999632000014
12,201.0,769.0,74.0,100.200005,240.67872360571917,2499.0,4409.0,15483.5,,,,,,,24.0,26.0,68.0,23.0,58750.95238095238,295.876202583313,297.1727412541708,293.19637393951416,-0.0023305523209273,0.000984657510628,0.2364263534545898,4.361346244812012,1632.0,1564.0,68266751.5,1527524.761904762,1351271.9047619049,-2.3644646297499587,0.9230768875739658
13,10.387,73.0,10.0,119.9,382.42293700938166,2372.0,3113.0,15727.0,17653.0,13104.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326,18.0,19.0,73.0,21.0,32545.024390243903,306.45424588521325,306.52654933929443,297.8225402832031,-0.000433241482824,4.9842894014773265e-05,0.0433998107910156,3.381553888320923,1314.0,1533.0,48958151.0,618355.4634146341,683445.512195122,-8.521180613717904,0.9473683711911383
14,108.94,396.0,82.0,103.6,1097.3117827868855,3832.0,6898.0,15168.0,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,23.0,24.0,63.0,19.0,2290.3,297.21568266550696,297.9911130269369,295.7818581263224,-0.003579338081181,0.0026397530787676,0.2829720179239908,35.12746238708496,1449.0,1197.0,104628864.0,54967.200000000004,43515.700000000004,-1.355423235121787,0.9583332934027794
15,67.8,218.6,91.0,99.700005,1247.6196374622357,4222.0,6060.0,15231.5,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,24.0,22.0,71.0,20.0,5889.727272727273,295.72554206848145,296.5503155390421,294.4434111913045,-0.0036481786519289,0.0051992177963118,0.3423420588175455,87.06454133987427,1704.0,1420.0,92302890.0,129574.0,117794.54545454546,-0.7015434342992964,1.0909090413223161
16,211.0,532.0,62.0,83.5,1352.0898671264836,4430.0,7488.0,15060.0,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518,23.0,28.0,63.0,19.0,7528.124999999999,294.5163777669271,295.34151204427087,294.0766261418661,-0.0042210747487843,0.0049616411328283,0.3589518864949544,67.16336107254028,1449.0,1197.0,112769280.0,210787.49999999997,143034.37499999997,-0.8505702177136134,0.8214285420918378
17,71.5,248.4,117.0,82.1,1320.7119724724216,2710.0,5147.0,15023.0,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,22.0,24.0,61.0,22.0,257860.49999999997,294.34449672698975,295.25382455190027,293.67466417948407,-0.004205101635307,0.0052616700529704,0.4483776092529297,55.08320617675781,1342.0,1342.0,77323381.0,6188651.999999999,5672930.999999999,-0.7990433739872256,0.9166666284722238
18,82.14,255.5,74.0,83.200005,1244.3983272873843,1995.0,3686.0,15157.5,11481.0,11597.0,8583.0,8196.5,0.1444377990430615,0.1493557978196226,24.0,24.0,65.0,19.0,179955.14285714287,295.21211528778076,296.06996663411456,294.3282413482666,-0.0036208843812346,0.0063627458656867,0.3297443389892578,65.3519606590271,1560.0,1235.0,55870545.0,4318923.428571429,3419147.7142857146,-0.5689863262388271,0.999999958333335
19,83.0,220.9,85.0,82.4,1307.3547734627828,3930.0,6863.0,15106.0,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,24.0,25.0,63.0,19.0,23076.904761904763,295.14735317230225,296.1252031326294,294.2167008717855,-0.0040817679837346,0.0056365936994016,0.3571815490722656,41.07474374771118,1512.0,1197.0,103672478.0,576922.619047619,438461.19047619053,-0.7240266328820145,0.9599999616000015
20,62.099,145.0,10.0,57.0,1326.8806319485086,4219.0,6399.0,15192.5,5266.5,4491.0,3672.5,3764.5,0.1783197225640432,0.1002633674281852,25.0,27.0,71.0,24.0,9.0,293.1928434371948,293.75774478912354,291.7321993509928,-0.0037734061479568,0.0072747267330726,0.3596359888712565,64.26408195495605,1775.0,1704.0,97216807.5,243.0,216.0,-0.5186294491798841,0.9259258916323744
21,34.855,114.5,150.0,70.0,1496.121763754045,2907.5,5543.5,14947.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,26.0,29.0,66.0,18.0,81296.74418604652,293.27465534210205,294.2175073623657,291.8483727773031,-0.0041419472545385,0.0055498912929952,0.4605331420898437,65.01026344299316,1716.0,1188.0,82858694.5,2357605.581395349,1463341.3953488374,-0.7461769715730734,0.8965516932223554
22,41.408,148.8,152.0,72.4,1488.9940325680186,3382.5,5493.5,15104.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,25.0,26.0,62.0,20.0,52612.76923076922,293.15059121449787,294.0783472061157,291.9604740142822,-0.004151324275881,0.005568100511974,0.4617427190144857,74.04201316833496,1550.0,1240.0,82973824.0,1367931.9999999998,1052255.3846153845,-0.7454209646522503,0.9615384245562144
23,55.297,138.3,44.0,59.8,1295.7313214181067,3870.5,6026.5,15146.5,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,26.0,28.0,70.0,22.0,130496.29268292684,293.5743131637573,294.0194969177246,291.9846407572428,-0.0038951374590396,0.0081130363353736,0.3482240041097005,72.91813373565674,1820.0,1540.0,91280382.25,3653896.1951219514,2870918.4390243907,-0.48004929951552333,0.9285713954081645
24,57.916,167.1,13.0,57.4,1420.2183727549318,2402.5,4509.5,15172.0,14158.0,10060.0,12037.5,10023.5,0.0809490179610998,-0.0894897612852128,24.0,25.0,65.0,22.0,2138.6,292.3747329711914,292.8470239639282,291.2169977823893,-0.0037832865491509,0.0085860326885267,0.3948354721069336,73.37684631347656,1560.0,1430.0,68418134.0,53465.0,47049.2,-0.440581361033576,0.9599999616000015
25,8.621,63.1,19.0,52.7,155.55123911587413,3199.0,4933.5,15741.5,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324,18.0,25.0,65.0,24.0,5025.0,303.4411427179972,303.5496260325114,299.72557385762536,-0.0017183567397296,2.4412625894143503e-06,0.1442874272664388,0.0,1170.0,1560.0,77660690.25,125625.0,120600.0,-499.33903475295034,0.7199999712000011
26,82.432,283.8,32.0,173.2,1363.1179173047472,4003.0,6415.0,15005.0,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,20.0,23.0,61.0,19.0,791.0,292.9019819895426,293.74514611562097,291.8509639104208,-0.0038208016194403,0.0050095712540496,0.3715699513753255,44.4055290222168,1220.0,1159.0,96257075.0,18193.0,15029.0,-0.7625481059374787,0.8695651795841226
27,55.3,189.1,105.0,179.40001,1412.3139699918893,1945.5,4176.0,15017.0,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,21.0,25.0,63.0,22.0,247797.0,293.87346967061364,294.7790107727051,292.7667226791382,-0.0039565521292388,0.0030971705913511,0.3802566528320312,50.87661457061768,1323.0,1386.0,62710992.0,6194925.0,5451534.0,-1.2770607726649947,0.8399999664000013
28,105.711,635.0,80.0,172.90001,1471.37990245885,3854.0,6028.0,14942.5,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,23.0,28.0,64.0,21.0,1.0,292.8532873789469,293.8745365142822,291.9332672754923,-0.0039990842342376,0.0042366509193065,0.3833077748616537,52.58317947387695,1472.0,1344.0,90073390.0,28.0,21.0,-0.9437030822944845,0.8214285420918378
29,40.861,95.6,10.0,138.0,823.2855193919311,3310.0,5590.0,15283.5,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904,24.0,27.0,67.0,27.0,37513.0,292.9987436930339,293.692928314209,291.88121604919434,-0.0038899090141057,0.0013463188058544,0.352421760559082,5.620640277862549,1608.0,1809.0,85434765.0,1012851.0,1012851.0,-2.8871481621151434,0.8888888559670793
30,64.1,164.0,151.0,185.8,1355.983661119515,4210.0,7573.5,15169.0,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,25.0,28.0,64.0,20.0,4778.0,294.6453231175741,295.26180998484296,293.5569909413656,-0.0042683025822043,0.0015058766063873,0.4339008331298828,18.5762996673584,1600.0,1280.0,114882421.5,133784.0,95560.0,-2.8325495028006653,0.8928571109693889
31,66.1,203.4,131.0,191.7,1286.3013850975633,2159.0,4634.0,15084.0,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,25.0,28.0,62.0,21.0,298975.4871794872,295.14656861623126,295.91200097401935,293.98654778798425,-0.0042269071564078,0.0018954366435757,0.2959823608398437,28.30303192138672,1550.0,1302.0,69899256.0,8371313.641025641,6278485.230769231,-2.228868109423385,0.8928571109693889
32,8.0,34.04,56.0,182.5,1448.6759742252225,4150.5,6025.5,14933.0,21914.0,17765.0,22170.5,17965.5,-0.005818371536481,-0.1103153835559837,21.0,24.0,61.0,23.0,72.38461538461537,294.54965559641516,295.4970989227295,293.5970490773519,-0.0038566645234823,0.0029443448193635,0.3374770482381185,35.49441909790039,1281.0,1403.0,89978791.5,1737.230769230769,1664.8461538461536,-1.3094101913390703,0.8749999635416682
33,128.0,196.7,158.0,192.0,1281.3737230706993,1946.0,4025.5,15192.0,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,25.0,26.0,64.0,19.0,30946.0,295.14656861623126,295.91200097401935,293.98654778798425,-0.0042269071564078,0.0018954366435757,0.2959823608398437,27.148472785949707,1600.0,1216.0,61155396.0,804596.0,587974.0,-2.228868109423385,0.9615384245562144
34,71.6,190.6,127.0,197.40001,1252.92047172664,3207.5,5877.5,15189.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,23.0,25.0,66.0,20.0,32489.97674418605,295.43978563944495,296.2464698155721,294.26233228047687,-0.0042950292117893,0.0007490754128216,0.2987117767333984,7.782821655273437,1518.0,1320.0,89273347.5,812249.4186046512,649799.534883721,-5.726129850907194,0.9199999632000014
35,75.096,275.7,71.0,192.1,1342.659997989344,2438.0,4585.5,15146.5,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,23.0,26.0,65.0,22.0,18785.0,294.39636516571045,295.31923961639404,293.43510246276855,-0.0044462755322456,0.001952133149274,0.3786233266194662,21.38955783843994,1495.0,1430.0,69454275.75,488410.0,413270.0,-2.276483574045286,0.8846153505917173
36,120.27,177.3,10.0,199.1,1332.9932566441882,2400.5,4403.5,15073.0,,,,,,,26.0,25.0,72.0,20.0,10016.0,295.13987286885583,295.8306592305501,293.76267496744794,-0.0045413188636302,0.0017247587442366,0.3224496841430664,15.506521224975586,1872.0,1440.0,66373955.5,250400.0,200320.0,-2.631491150658536,1.0399999584000017
37,26.8,304.5,12.0,140.2,29.20054429429429,2581.0,4662.5,15452.0,12323.0,9019.0,13161.0,10800.5,-0.0328833778056818,-0.1867448151487818,25.0,26.0,65.0,26.0,2.0,297.34251944224036,298.0571479797363,294.0256379445394,-0.0017421152442693,0.0002678395075665,0.0844157536824544,0.0,1625.0,1690.0,72044950.0,52.0,52.0,-6.480131064212618,0.9615384245562144
38,132.0,489.0,82.0,182.8,1097.3117827868855,3769.0,6644.5,15162.5,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,23.0,24.0,63.0,19.0,2290.3,294.97971185048425,295.8602288564046,294.3907651901245,-0.003579338081181,0.0058658039264969,0.3493852615356445,22.5260272026062,1449.0,1197.0,100747231.25,54967.200000000004,43515.700000000004,-0.610100171409383,0.9583332934027794
39,131.0,584.0,10.0,164.1,1179.6558985892457,3448.0,5777.5,15065.0,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,23.0,26.0,63.0,22.0,345.89743589743586,293.93006356557214,294.8423544565836,293.23113600413,-0.0038166008889675,0.0037803590287897,0.3787822723388672,37.66288661956787,1449.0,1386.0,87038037.5,8993.333333333332,7609.743589743589,-1.0093198926389912,0.8846153505917173
40,49.114,136.6,32.0,164.3,1499.5469128329291,3736.5,5836.0,15043.0,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,23.0,25.0,62.0,21.0,6.512820512820513,292.738177617391,293.8351224263509,291.44659201304114,-0.004131531342864,0.0019604181948231,0.447116216023763,22.800397872924805,1426.0,1302.0,87790948.0,162.82051282051282,136.76923076923077,-2.1064000292077547,0.9199999632000014
41,62.326,163.9,45.0,163.6,1508.682211925866,2784.0,4581.5,14998.5,16767.0,10794.0,18026.5,15340.5,-0.0361992900972881,-0.2509498447285778,25.0,27.0,63.0,20.0,24499.0,292.6028423309326,293.8007799784342,291.2518491744995,-0.0040868613868951,0.0018753027620839,0.4487965901692708,21.97866916656494,1575.0,1260.0,68715627.75,661473.0,489980.0,-2.178146016454222,0.9259258916323744
42,117.44,271.7,10.0,164.2,1546.9722636444972,3702.0,5557.0,15088.0,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331,23.0,26.0,63.0,21.0,11189.28205128205,292.346284866333,292.83025105794275,290.94464524586994,-0.004340823739767,0.0041955386155709,0.3958679835001628,18.60286521911621,1449.0,1323.0,83844016.0,290921.3333333333,234974.92307692306,-1.0343819364989857,0.8846153505917173
43,63.848,190.9,62.0,161.6,1496.121763754045,2907.5,5543.5,14947.0,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,26.0,29.0,66.0,18.0,81296.74418604652,292.33575534820557,293.6015466054281,291.3552281061808,-0.0042775622569024,0.0021351590742817,0.4551010131835937,11.814087867736816,1716.0,1188.0,82858694.5,2357605.581395349,1463341.3953488374,-2.0024549240747733,0.8965516932223554
44,62.806,192.7,35.0,163.1,1488.9940325680186,3382.5,5493.5,15104.0,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,25.0,26.0,62.0,20.0,52612.76923076922,292.39752292633057,293.34556516011554,291.57865746816,-0.0042653046548366,0.0021420223264385,0.4331814448038737,12.267659187316896,1550.0,1240.0,82973824.0,1367931.9999999998,1052255.3846153845,-1.990322080276752,0.9615384245562144
45,100.962,142.6,80.0,205.0,1217.5074291300093,1937.0,3921.0,15303.5,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446,27.0,26.0,76.0,23.0,36672.933333333334,297.3753770192464,297.8881196975708,295.12411562601727,-0.0040822550654411,0.0006322176022397,0.3050791422526042,22.823715209960938,2052.0,1748.0,60005023.5,953496.2666666667,843477.4666666667,-6.446843945907543,1.0384614985207115
46,102.898,353.0,51.0,244.7,793.5088296917087,1852.0,3951.5,15519.0,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,23.0,23.0,67.0,21.0,1640027.7,301.9785321553548,301.5749909083048,300.24320793151855,-0.003290913067758,5.9068192683753296e-06,0.0664987564086914,1.9110965728759768,1541.0,1407.0,61323328.5,37720637.1,34440581.699999996,-476.47302468537185,0.999999956521741
47,86.742,107.0,85.0,186.90001,1321.9758311137414,2634.5,3945.0,15222.0,14001.0,10765.0,12520.0,10583.0,0.0558425398740618,-0.0753704101352799,27.0,29.0,73.0,21.0,1155.4146341463415,296.85796197255456,296.67905012766516,294.5089330673218,-0.0046052495017647,0.0010027200731883,0.2366813023885091,41.33809518814087,1971.0,1533.0,60050790.0,33507.0243902439,24263.70731707317,-4.588181132151918,0.9310344506539844
48,95.398,297.2,64.0,257.5,167.15504030251765,333.5,803.0,15759.0,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,24.0,21.0,75.0,23.0,4131443.0,308.0033028920492,307.70371882120764,298.82060146331787,-9.592343121767044e-05,3.000302683631162e-06,0.008580207824707,0.0,1800.0,1725.0,12654477.0,86760303.0,95023189.0,-23.97904328844403,1.1428570884353766
49,63.165,155.5,11.0,149.40001,441.4099569760294,5786.0,8286.0,14926.0,14776.0,9116.5,12424.0,9895.0,0.0864705882352938,-0.1535479677816199,22.0,34.0,58.0,25.0,27803.35897435897,297.20423158009845,297.36492252349854,295.4861364364624,-0.0036988705396652,0.0038594743304543,0.3712282180786133,122.13187980651855,1276.0,1450.0,123676836.0,945314.205128205,695083.9743589743,-0.9581388769990649,0.6470588044982705
50,101.685,315.4,114.0,161.0,1521.2514933684313,4643.0,7656.0,15040.0,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,27.0,29.0,65.0,21.0,11620.307692307691,293.7208766937256,293.99681218465173,292.0133301417033,-0.0042242864146828,0.0019527495989617,0.4407993952433268,52.09796905517578,1755.0,1365.0,115146240.0,336988.92307692306,244026.46153846153,-2.162143202449154,0.9310344506539844
51,58.2,197.2,12.0,123.700005,232.428267388991,5505.0,8665.0,15139.0,19619.0,9449.0,13890.0,10042.0,0.1709689934047564,-0.1902823599982853,25.0,29.0,60.0,27.0,1371.7804878048782,293.6776078542074,295.09019947052,293.2871630986532,-0.0039576571434736,0.0034265344635571,0.3710746765136719,81.13003826141357,1500.0,1620.0,131179435.0,39781.63414634147,37038.07317073171,-1.154665893385748,0.8620689357907263
52,58.0,220.0,100.0,158.0,1137.967234468938,3137.0,4985.0,15222.0,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428,20.0,24.0,62.0,22.0,2.1904761904761907,293.6991189320882,294.36704889933264,292.93917210896814,-0.0034417221322655,0.0035579628781192,0.3557526270548502,91.90562391281128,1240.0,1364.0,75881670.0,52.57142857142858,48.1904761904762,-0.9670576092337163,0.8333332986111125
53,131.0,415.0,163.0,169.3,952.9018196771876,4357.0,6585.0,15018.0,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,23.0,26.0,66.0,23.0,11929.153846153846,296.99664306640625,297.47091007232666,296.1508207321167,-0.0039567202329635,0.0040117646631241,0.3347091674804687,67.04228782653809,1518.0,1518.0,98893530.0,310158.0,274370.53846153844,-0.9860334619980015,0.8846153505917173
54,102.0,516.0,90.0,170.0,952.729121725732,5325.0,8107.0,14989.5,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,23.0,27.0,65.0,22.0,46804.48717948717,297.0106751124064,297.71597448984784,296.1202141443888,-0.003882601391524,0.0043485011037827,0.34650452931722,72.0942497253418,1495.0,1430.0,121519876.5,1263721.1538461538,1029698.7179487178,-0.8926544214800535,0.8518518203017844
55,124.0,509.0,158.0,172.90001,911.9833849329206,4616.0,7118.0,15179.0,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,24.0,27.0,65.0,23.0,3.0,297.09501361846924,297.81435775756836,296.33857790629065,-0.0038464828394353,0.0055836355381302,0.4633887608846029,43.37488269805908,1560.0,1495.0,108044122.0,81.0,69.0,-0.6887616592296274,0.8888888559670793
56,53.322,247.7,10.0,149.2,202.75283887468035,3543.0,6220.0,15258.5,13298.5,10809.0,10191.0,9261.0,0.1322931522595196,0.0294285714285712,25.0,26.0,66.0,25.0,45589.615384615376,298.2320442199707,298.7596829732259,297.5742505391439,-0.0040564062073826,0.0019168893048515,0.3583841323852539,65.12897872924805,1650.0,1650.0,94907870.0,1185329.9999999998,1139740.3846153845,-2.115036669280912,0.9615384245562144
57,41.891,116.9,23.0,159.1,1560.7796405983331,2408.0,4972.0,15060.0,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631,26.0,28.0,65.0,20.0,34624.75000000001,292.6309480667114,293.4233535130819,291.4094864527384,-0.0038001243956387,0.0032710503648445,0.4480689366658528,57.215524673461914,1690.0,1300.0,74878320.0,969493.0000000002,692495.0000000001,-1.1613893344882227,0.9285713954081645
58,133.319,323.7,139.0,191.90001,1252.92047172664,3315.0,6050.0,15224.0,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,23.0,25.0,66.0,20.0,32489.97674418605,296.0196269353231,296.6270879109701,295.24149449666345,-0.0035456456243991,0.0008047324549238,0.2417564392089843,73.56203842163086,1518.0,1320.0,92105200.0,812249.4186046512,649799.534883721,-4.400524768155727,0.9199999632000014
59,52.984,129.0,10.0,134.1,388.5163360560093,3137.0,6418.0,15248.0,,,,,,,26.0,30.0,62.0,26.0,11169.581395348838,293.4366766611735,295.00046189626056,292.65357748667395,-0.0033940821886062,0.0025910611720174,0.3318560918172201,92.41101932525636,1612.0,1612.0,97861664.0,335087.44186046516,290409.1162790698,-1.3094143862216754,0.8666666377777787
60,35.741,89.2,10.0,134.5,115.05678294573649,2227.0,4308.0,15067.0,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.1418992257410929,28.0,30.0,64.0,27.0,56124.82222222223,293.88155587514245,295.2892786661784,293.84119955698645,-0.003828352317214,0.0025536358347437,0.3579651514689127,80.81958484649658,1792.0,1728.0,64908636.0,1683744.666666667,1515370.2000000002,-1.4985902355034055,0.9333333022222232
61,32.968,174.3,41.0,194.3,440.66464512460914,2113.0,3498.0,15303.0,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419,20.0,26.0,64.0,23.0,1852.0434782608695,301.8756335576375,302.23407427469886,295.426482518514,-0.0009601986967027,4.975878852064852e-06,0.1310316721598307,2.2279398441314697,1280.0,1472.0,53529894.0,48153.13043478261,42597.0,-160.6790767471669,0.7692307396449716
62,30.257,208.2,23.0,205.90001,101.75611838360842,2154.0,4300.0,15432.0,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025,21.0,27.0,65.0,25.0,1187.7333333333331,301.0326048533122,301.5499461491903,297.0595111846924,-0.0010290048085153,1.4952744660234885e-06,0.1357202529907226,1.409547209739685,1365.0,1625.0,66357600.0,32068.799999999996,29693.33333333333,-412.38141235626864,0.7777777489711944
63,176.0,458.0,91.0,194.2,1247.6196374622357,4222.0,6556.0,15212.0,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,24.0,22.0,71.0,20.0,5889.727272727273,297.2278652191162,297.8589814503988,295.66898600260413,-0.0035346508957445,0.0010150890659019,0.2202698389689127,77.15047407150269,1704.0,1420.0,99729872.0,129574.0,117794.54545454546,-3.478682149391182,1.0909090413223161
