,cec_mean,cec_median,clay_mean,clay_median,pH_mean,pH_median,phosphorous_mean,phosphorous_median,Latitude,Longitude,Sample Date
49,22.01331853496116,22.0,34.176470588235304,34.0,58.184054753977065,58.0,24.65186829448761,25.0,-25.513889,31.224444,17-01-2011
50,27.25627596171212,27.0,29.20417193426043,29.0,65.13364637890554,65.0,21.057341520679067,21.0,-26.861111,28.884722,17-01-2011
51,24.65372248330448,25.0,29.38461538461539,29.0,60.16654299612502,60.0,26.88622310165718,27.0,-31.554722,29.245556,17-01-2011
52,19.75548090523338,20.0,24.29349363507779,24.0,62.937853606789254,62.0,22.172560113154177,22.0,-28.058889,30.373611,17-01-2011
53,22.92068516105008,23.0,26.35822007075033,26.0,66.09690932787191,66.0,22.892757400856443,23.0,-25.127778,27.628889,18-01-2011
54,23.071528100325132,23.0,27.16915931258709,27.0,64.89224338132837,65.0,21.47097073850441,22.0,-25.20639,27.558,18-01-2011
55,23.85241754122939,24.0,26.910888305847077,27.0,64.64861319340328,65.0,22.532327586206897,23.0,-24.69514,27.40906,18-01-2011
56,25.019266224188794,25.0,26.16703539823009,26.0,66.01843657817109,66.0,24.9315081120944,25.0,-25.681111,31.783333,18-01-2011
57,25.744047619047603,26.0,28.270788912579945,28.0,65.22254797441363,65.0,19.82809168443496,20.0,-27.802778,28.768333,18-01-2011
58,23.278414175765167,23.0,25.17173796312869,25.0,66.44719885448363,66.0,20.017272239126545,20.0,-27.398611,26.614722,18-01-2011
59,25.632437380377787,26.0,30.105017891320625,30.0,62.30764749937588,62.0,25.820670716484965,26.0,-31.104278,29.399722,18-01-2011
60,27.770630064494796,28.0,30.002315197618643,30.0,63.85397717876633,64.0,27.48073424838763,27.0,-31.396,29.2651,18-01-2011
61,20.36055445544554,20.0,26.21671287128713,26.0,63.82883168316831,64.0,22.646970297029696,23.0,-33.38056,19.30167,18-01-2011
62,21.25553176302641,21.0,27.497263859148237,27.0,64.9301292727417,65.0,24.849155365215317,25.0,-33.31388889,19.07472222,18-01-2011
63,24.035723854603912,24.0,22.1223542020184,22.0,70.73448245065644,71.0,19.891131553094585,20.0,-27.495556,26.074722,18-01-2011
64,27.26657250470809,27.0,28.48210922787193,28.0,67.10150659133711,67.0,21.755461393596985,22.0,-24.39619444,27.08983333,19-01-2011
65,22.073489010989007,22.0,23.912087912087912,24.0,61.32545133437989,61.0,22.28326138147567,22.0,-26.970278,27.211111,19-01-2011
66,26.48649625146779,27.0,30.318399421913096,30.0,65.99683858730015,66.0,17.833980670219493,18.0,-26.880278,26.965,19-01-2011
67,22.64235737351991,23.0,25.22093649085037,25.0,61.60468245425188,62.0,20.898008611410123,21.0,-27.273889,28.49,19-01-2011
68,24.71269727403157,25.0,28.817073170731707,29.0,63.09836800573887,63.0,19.958751793400285,20.0,-27.3,28.586944,19-01-2011
69,24.473262513503784,24.0,25.068959308606413,25.0,62.99963989917176,63.0,19.03348937702557,19.0,-27.044444,27.005,19-01-2011
70,24.006645915706223,24.0,29.697148145032383,30.0,59.47169176411203,59.0,26.807941448641365,27.0,-30.568333,29.422778,19-01-2011
71,22.37281292059219,22.0,28.276160834454902,28.0,61.11641991924627,61.0,24.48931695827725,25.0,-30.570833,29.150556,19-01-2011
72,22.793323974418968,23.0,23.26399937607237,23.0,62.05685540477304,62.0,25.144205272188422,25.0,-34.031944,22.053333,19-01-2011
73,19.47352074540097,20.0,26.03089910010352,26.0,62.50672931432667,62.0,24.786573226089025,25.0,-33.13083,18.86278,19-01-2011
74,20.820373861137288,21.0,24.209864907320135,24.0,65.17978322337416,65.0,27.217483506126275,27.0,-33.7075,18.97444444,19-01-2011
75,20.94611829944547,21.0,26.476524953789276,26.0,63.88826247689463,64.0,22.26275415896488,22.0,-25.57877778,29.12747222,19-01-2011
76,24.645489548954902,25.0,26.89796479647965,27.0,62.89594792812616,62.0,21.824440777411077,22.0,-26.006389,29.253889,20-01-2011
77,24.607763667477244,25.0,26.46365847068359,26.0,62.46347833918758,62.0,19.744033144195253,20.0,-27.02314,28.59389,20-01-2011
78,25.581528127623844,26.0,28.43937867338371,28.0,69.15163727959698,70.0,22.55793450881611,22.0,-30.679722,26.7125,20-01-2011
79,22.38559396385331,23.0,22.98376908229514,23.0,67.40393051412529,67.0,21.262063519915777,21.0,-28.460833,21.248889,20-01-2011
80,24.597216399765234,24.0,24.420474553533992,25.0,64.25991447975183,64.0,26.25345853944831,26.0,-30.77586667,29.03221667,20-01-2011
81,21.9698159050556,22.0,22.35333146434912,23.0,68.01812914680869,68.0,20.125315391084943,20.0,-24.925278,29.324444,21-01-2011
82,22.38559396385331,23.0,22.98376908229514,23.0,67.40393051412529,67.0,21.262063519915777,21.0,-28.460833,21.248889,21-01-2011
83,22.29135038890451,22.0,28.06063161840502,28.0,64.06203729734796,64.0,24.78521225752038,25.0,-24.679167,30.8025,24-01-2011
84,20.134971575279664,20.0,22.9994498441225,23.0,61.2367504126169,61.0,19.23381624793692,19.0,-25.99136,27.84208,24-01-2011
85,21.200979938984933,21.0,30.52195618008691,31.0,56.43237496533234,56.0,23.525191827678658,23.0,-25.49037,30.6986,24-01-2011
86,22.073489010989007,22.0,23.912087912087912,24.0,61.32545133437989,61.0,22.28326138147567,22.0,-26.970278,27.211111,24-01-2011
87,22.639576286273808,23.0,25.220847427452377,26.0,65.57210254584297,65.0,22.00756631653907,22.0,-27.671111,27.236944,24-01-2011
88,25.09624854508014,25.0,27.768108156504617,28.0,63.99337451875728,64.0,20.0453934998657,20.0,-27.356667,27.286389,24-01-2011
89,25.033684589750525,25.0,28.137530397189945,28.0,61.8504908583266,62.0,21.04458254525804,21.0,-27.01011111,26.69808333,25-01-2011
90,25.32486028483865,25.0,25.549215792320176,26.0,64.69920677843879,64.0,18.940778799351,19.0,-26.98472222,26.63227778,25-01-2011
91,23.278414175765167,23.0,25.17173796312869,25.0,66.44719885448363,66.0,20.017272239126545,20.0,-27.398611,26.614722,25-01-2011
92,21.823515588281374,22.0,24.549193169356116,24.0,69.3947986840044,70.0,25.94712517624941,26.0,-33.818056,19.694722,25-01-2011
93,22.528747338209428,23.0,23.579946301268397,24.0,63.20044440329599,63.0,18.690861957226183,19.0,-25.45963889,28.26430556,25-01-2011
94,22.02612640801002,22.0,24.989831038798503,25.0,65.57462453066334,65.0,26.118898623279097,26.0,-33.897778,20.012778,25-01-2011
95,22.587780640412227,23.0,26.167556128082456,26.0,63.34440559440559,63.0,21.98849834376151,22.0,-25.81048333,27.90955222,26-01-2011
96,22.1425009738995,22.0,25.398831320607727,25.0,64.2647448383327,64.0,25.352006232956764,25.0,-34.065833,20.404167,26-01-2011
97,28.07028663324188,28.0,25.904550184466935,26.0,65.08438179926212,65.0,23.296376880143775,23.0,-24.058889,31.237222,26-01-2011
98,23.00471313332729,23.0,27.458714764796515,28.0,62.61044140306354,63.0,19.285597752197948,19.0,-26.648056,27.089444,26-01-2011
99,26.48649625146779,27.0,30.318399421913096,30.0,65.99683858730015,66.0,17.833980670219493,18.0,-26.880278,26.965,26-01-2011
100,22.64235737351991,23.0,25.22093649085037,25.0,61.60468245425188,62.0,20.898008611410123,21.0,-27.273889,28.49,26-01-2011
101,24.473262513503784,24.0,25.068959308606413,25.0,62.99963989917176,63.0,19.03348937702557,19.0,-27.044444,27.005,26-01-2011
102,22.98272104607722,23.0,23.460305105853063,24.0,61.96980074719803,62.0,26.28759339975094,26.0,-34.092222,21.295278,26-01-2011
103,24.607763667477244,25.0,26.46365847068359,26.0,62.46347833918758,62.0,19.744033144195253,20.0,-27.02314,28.59389,27-01-2011
104,21.00806232448591,21.0,25.13796539541625,25.0,62.564000362351656,63.0,22.17809584201467,22.0,-26.73806,27.59194,27-01-2011
105,24.201975527052927,24.0,21.148754238537524,21.0,75.28571428571429,75.0,22.926433731387295,23.0,-28.760833,17.730278,30-01-2011
106,27.25627596171212,27.0,29.20417193426043,29.0,65.13364637890554,65.0,21.057341520679067,21.0,-26.861111,28.884722,31-01-2011
107,21.00806232448591,21.0,25.13796539541625,25.0,62.564000362351656,63.0,22.17809584201467,22.0,-26.73806,27.59194,31-01-2011
108,22.92068516105008,23.0,26.35822007075033,26.0,66.09690932787191,66.0,22.892757400856443,23.0,-25.127778,27.628889,01-02-2011
109,23.85241754122939,24.0,26.910888305847077,27.0,64.64861319340328,65.0,22.532327586206897,23.0,-24.69514,27.40906,01-02-2011
110,25.292800859598863,25.0,28.32163323782235,28.0,61.32333452722065,61.0,27.056053008595978,27.0,-27.363611,31.783333,01-02-2011
111,25.744047619047603,26.0,28.270788912579945,28.0,65.22254797441363,65.0,19.82809168443496,20.0,-27.802778,28.768333,01-02-2011
112,25.77491989261279,26.0,25.44401143154066,25.0,71.48324240062354,72.0,20.422967004416726,20.0,-29.160278,26.573333,01-02-2011
113,21.99922558661813,22.0,26.882598931309527,27.0,62.57043289708045,62.0,25.58506930999767,26.0,-34.329722,18.990278,01-02-2011
114,23.071528100325132,23.0,27.16915931258709,27.0,64.89224338132837,65.0,21.47097073850441,22.0,-25.20639,27.558,02-02-2011
115,27.81218857799924,28.0,25.555576849367583,26.0,68.32656190111156,68.0,25.64497891912611,26.0,-23.281,30.54305556,03-02-2011
116,22.020386826973336,22.0,23.83211360864262,24.0,58.99137480397282,59.0,23.895974908520643,24.0,-28.801278,31.955389,03-02-2011
117,25.610595549148577,26.0,28.76484367961078,29.0,65.6648346697901,66.0,18.202270474817553,18.0,-27.00222,28.76528,03-02-2011
118,24.607763667477244,25.0,26.46365847068359,26.0,62.46347833918758,62.0,19.744033144195253,20.0,-27.02314,28.59389,03-02-2011
119,24.71269727403157,25.0,28.817073170731707,29.0,63.09836800573887,63.0,19.958751793400285,20.0,-27.3,28.586944,03-02-2011
120,25.581528127623844,26.0,28.43937867338371,28.0,69.15163727959698,70.0,22.55793450881611,22.0,-30.679722,26.7125,03-02-2011
121,22.38559396385331,23.0,22.98376908229514,23.0,67.40393051412529,67.0,21.262063519915777,21.0,-28.460833,21.248889,03-02-2011
122,22.38559396385331,23.0,22.98376908229514,23.0,67.40393051412529,67.0,21.262063519915777,21.0,-28.460833,21.248889,04-02-2011
123,24.617508813160985,25.0,25.23110066588327,25.0,59.38954171562867,59.0,26.586466901684293,27.0,-29.140556,31.391944,07-02-2011
124,20.134971575279664,20.0,22.9994498441225,23.0,61.2367504126169,61.0,19.23381624793692,19.0,-25.99136,27.84208,07-02-2011
125,28.07028663324188,28.0,25.904550184466935,26.0,65.08438179926212,65.0,23.296376880143775,23.0,-24.058889,31.237222,07-02-2011
126,21.00806232448591,21.0,25.13796539541625,25.0,62.564000362351656,63.0,22.17809584201467,22.0,-26.73806,27.59194,07-02-2011
127,24.31453906642127,24.0,27.133762757236067,27.0,66.31964196084989,67.0,27.093776141877193,27.0,-30.86013889,29.07125,07-02-2011
128,25.09624854508014,25.0,27.768108156504617,28.0,63.99337451875728,64.0,20.0453934998657,20.0,-27.356667,27.286389,07-02-2011
129,19.75548090523338,20.0,24.29349363507779,24.0,62.937853606789254,62.0,22.172560113154177,22.0,-28.058889,30.373611,07-02-2011
130,25.033684589750525,25.0,28.137530397189945,28.0,61.8504908583266,62.0,21.04458254525804,21.0,-27.01011111,26.69808333,08-02-2011
131,26.661157024793383,27.0,29.637351778656125,30.0,65.00215594681997,65.0,18.839022637441612,19.0,-27.169444,29.233889,08-02-2011
132,25.32486028483865,25.0,25.549215792320176,26.0,64.69920677843879,64.0,18.940778799351,19.0,-26.98472222,26.63227778,08-02-2011
133,23.278414175765167,23.0,25.17173796312869,25.0,66.44719885448363,66.0,20.017272239126545,20.0,-27.398611,26.614722,08-02-2011
134,24.01972333779562,24.0,25.225435073627843,25.0,68.33842034805889,68.0,19.462204373047747,19.0,-27.573056,24.746389,08-02-2011
135,24.11963383838383,24.0,25.706912878787872,26.0,68.02130681818178,68.0,23.028566919191913,23.0,-33.501667,21.624167,08-02-2011
136,17.90192913068045,18.0,18.874001130034713,19.0,73.317378319477,73.0,21.384050367261285,21.0,-32.502778,19.535833,08-02-2011
137,22.528747338209428,23.0,23.579946301268397,24.0,63.20044440329599,63.0,18.690861957226183,19.0,-25.45963889,28.26430556,08-02-2011
138,22.073489010989007,22.0,23.912087912087912,24.0,61.32545133437989,61.0,22.28326138147567,22.0,-26.970278,27.211111,09-02-2011
139,22.64235737351991,23.0,25.22093649085037,25.0,61.60468245425188,62.0,20.898008611410123,21.0,-27.273889,28.49,09-02-2011
140,22.65839160839161,23.0,25.521503496503495,25.0,61.48793706293706,61.0,21.255332167832176,21.0,-28.69485,28.23487,09-02-2011
141,23.274799860772713,23.0,26.11599373477202,26.0,63.03576400974591,63.0,20.58231813435433,21.0,-28.883333,27.89,09-02-2011
142,24.607763667477244,25.0,26.46365847068359,26.0,62.46347833918758,62.0,19.744033144195253,20.0,-27.02314,28.59389,10-02-2011
143,25.581528127623844,26.0,28.43937867338371,28.0,69.15163727959698,70.0,22.55793450881611,22.0,-30.679722,26.7125,10-02-2011
144,27.026776692489054,27.0,26.431963624115852,26.0,75.08512967329064,76.0,23.129673290670247,23.0,-30.534167,24.961944,10-02-2011
145,22.793323974418968,23.0,23.26399937607237,23.0,62.05685540477304,62.0,25.144205272188422,25.0,-34.031944,22.053333,10-02-2011
146,21.05807155662952,21.0,24.998752825629428,25.0,61.321537142411735,61.0,24.64931015667628,25.0,-34.039722,22.133333,10-02-2011
147,18.299871092491127,18.0,24.93804382855301,25.0,65.31413148565903,65.0,23.7737673219465,24.0,-32.595833,19.009444,10-02-2011
148,22.020386826973336,22.0,23.83211360864262,24.0,58.99137480397282,59.0,23.895974908520643,24.0,-28.801278,31.955389,11-02-2011
149,27.066020749378374,27.0,28.959358655577468,29.0,72.90559890251222,73.0,20.72768584412244,21.0,-29.658056,25.973333,11-02-2011
150,27.738292984626263,28.0,26.59559992931614,27.0,65.0235023855805,65.0,27.405371973846968,27.0,-28.068333,31.55,11-02-2011
151,24.201975527052927,24.0,21.148754238537524,21.0,75.28571428571429,75.0,22.926433731387295,23.0,-28.760833,17.730278,13-02-2011
152,22.109011627906984,22.0,32.67664158686732,33.0,57.82404240766077,58.0,24.926214090287292,25.0,-29.7775,29.470833,14-02-2011
153,24.96840132867727,25.0,33.530874712545774,34.0,57.77335831700877,58.0,24.84098458393662,25.0,-29.987778,29.851667,14-02-2011
154,23.362920482752713,23.0,28.845416417016175,29.0,61.3330480184884,61.0,23.982881109304113,24.0,-29.744167,29.905833,14-02-2011
155,27.25627596171212,27.0,29.20417193426043,29.0,65.13364637890554,65.0,21.057341520679067,21.0,-26.861111,28.884722,14-02-2011
156,23.43080702392867,23.0,28.69001910654171,28.0,64.27813665726504,64.0,20.680647802747707,21.0,-26.45,28.085833,14-02-2011
157,27.770630064494796,28.0,30.002315197618643,30.0,63.85397717876633,64.0,27.48073424838763,27.0,-31.396,29.2651,14-02-2011
158,23.071528100325132,23.0,27.16915931258709,27.0,64.89224338132837,65.0,21.47097073850441,22.0,-25.20639,27.558,15-02-2011
159,23.85241754122939,24.0,26.910888305847077,27.0,64.64861319340328,65.0,22.532327586206897,23.0,-24.69514,27.40906,15-02-2011
160,24.645489548954902,25.0,26.89796479647965,27.0,62.89594792812616,62.0,21.824440777411077,22.0,-26.006389,29.253889,15-02-2011
161,25.744047619047603,26.0,28.270788912579945,28.0,65.22254797441363,65.0,19.82809168443496,20.0,-27.802778,28.768333,15-02-2011
162,23.278414175765167,23.0,25.17173796312869,25.0,66.44719885448363,66.0,20.017272239126545,20.0,-27.398611,26.614722,15-02-2011
163,22.639576286273808,23.0,25.220847427452377,26.0,65.57210254584297,65.0,22.00756631653907,22.0,-27.671111,27.236944,15-02-2011
164,25.77491989261279,26.0,25.44401143154066,25.0,71.48324240062354,72.0,20.422967004416726,20.0,-29.160278,26.573333,15-02-2011
165,24.006645915706223,24.0,29.697148145032383,30.0,59.47169176411203,59.0,26.807941448641365,27.0,-30.568333,29.422778,15-02-2011
166,22.37281292059219,22.0,28.276160834454902,28.0,61.11641991924627,61.0,24.48931695827725,25.0,-30.570833,29.150556,15-02-2011
167,20.36055445544554,20.0,26.21671287128713,26.0,63.82883168316831,64.0,22.646970297029696,23.0,-33.38056,19.30167,15-02-2011
168,21.25553176302641,21.0,27.497263859148237,27.0,64.9301292727417,65.0,24.849155365215317,25.0,-33.31388889,19.07472222,15-02-2011
169,24.035723854603912,24.0,22.1223542020184,22.0,70.73448245065644,71.0,19.891131553094585,20.0,-27.495556,26.074722,15-02-2011
170,25.77288292457196,26.0,26.96529384544193,27.0,64.01147616844054,64.0,26.984359093012504,27.0,-25.436111,31.982222,16-02-2011
171,27.26657250470809,27.0,28.48210922787193,28.0,67.10150659133711,67.0,21.755461393596985,22.0,-24.39619444,27.08983333,16-02-2011
172,23.429190484971414,24.0,25.6760095887885,26.0,62.73640051631941,63.0,24.33892679328785,24.0,-25.67386,31.57527,16-02-2011
173,25.451593959731532,25.0,26.774496644295297,27.0,61.190268456375826,61.0,26.96157718120804,27.0,-30.733889,29.828333,16-02-2011
174,20.74945110623205,21.0,26.632663401452454,27.0,58.14203681810506,58.0,24.334994088836343,24.0,-30.398056,30.601944,16-02-2011
175,22.64235737351991,23.0,25.22093649085037,25.0,61.60468245425188,62.0,20.898008611410123,21.0,-27.273889,28.49,16-02-2011
176,24.71269727403157,25.0,28.817073170731707,29.0,63.09836800573887,63.0,19.958751793400285,20.0,-27.3,28.586944,16-02-2011
177,24.473262513503784,24.0,25.068959308606413,25.0,62.99963989917176,63.0,19.03348937702557,19.0,-27.044444,27.005,16-02-2011
178,24.31453906642127,24.0,27.133762757236067,27.0,66.31964196084989,67.0,27.093776141877193,27.0,-30.86013889,29.07125,16-02-2011
179,24.597216399765234,24.0,24.420474553533992,25.0,64.25991447975183,64.0,26.25345853944831,26.0,-30.77586667,29.03221667,16-02-2011
180,19.47352074540097,20.0,26.03089910010352,26.0,62.50672931432667,62.0,24.786573226089025,25.0,-33.13083,18.86278,16-02-2011
181,21.9698159050556,22.0,22.35333146434912,23.0,68.01812914680869,68.0,20.125315391084943,20.0,-24.925278,29.324444,17-02-2011
182,25.610595549148577,26.0,28.76484367961078,29.0,65.6648346697901,66.0,18.202270474817553,18.0,-27.00222,28.76528,17-02-2011
183,24.607763667477244,25.0,26.46365847068359,26.0,62.46347833918758,62.0,19.744033144195253,20.0,-27.02314,28.59389,17-02-2011
184,24.78880481179666,25.0,22.30034924330617,22.0,67.17045013581682,67.0,24.030267753201393,24.0,-22.43772222,31.07805556,18-02-2011
185,23.4077271561672,24.0,28.027694674758532,28.0,59.44371313787503,59.0,24.62654927771604,25.0,-29.803611,30.516111,18-02-2011
186,20.134971575279664,20.0,22.9994498441225,23.0,61.2367504126169,61.0,19.23381624793692,19.0,-25.99136,27.84208,21-02-2011
187,27.25627596171212,27.0,29.20417193426043,29.0,65.13364637890554,65.0,21.057341520679067,21.0,-26.861111,28.884722,21-02-2011
188,21.00806232448591,21.0,25.13796539541625,25.0,62.564000362351656,63.0,22.17809584201467,22.0,-26.73806,27.59194,21-02-2011
189,23.43080702392867,23.0,28.69001910654171,28.0,64.27813665726504,64.0,20.680647802747707,21.0,-26.45,28.085833,21-02-2011
190,25.033684589750525,25.0,28.137530397189945,28.0,61.8504908583266,62.0,21.04458254525804,21.0,-27.01011111,26.69808333,22-02-2011
191,26.661157024793383,27.0,29.637351778656125,30.0,65.00215594681997,65.0,18.839022637441612,19.0,-27.169444,29.233889,22-02-2011
192,25.32486028483865,25.0,25.549215792320176,26.0,64.69920677843879,64.0,18.940778799351,19.0,-26.98472222,26.63227778,22-02-2011
193,23.278414175765167,23.0,25.17173796312869,25.0,66.44719885448363,66.0,20.017272239126545,20.0,-27.398611,26.614722,22-02-2011
194,25.77491989261279,26.0,25.44401143154066,25.0,71.48324240062354,72.0,20.422967004416726,20.0,-29.160278,26.573333,22-02-2011
195,21.823515588281374,22.0,24.549193169356116,24.0,69.3947986840044,70.0,25.94712517624941,26.0,-33.818056,19.694722,22-02-2011
196,22.587780640412227,23.0,26.167556128082456,26.0,63.34440559440559,63.0,21.98849834376151,22.0,-25.81048333,27.90955222,23-02-2011
197,25.163450818969217,25.0,29.63931052225367,30.0,61.51393534002229,61.0,26.83500557413601,27.0,-29.641944,30.6875,23-02-2011
198,22.1425009738995,22.0,25.398831320607727,25.0,64.2647448383327,64.0,25.352006232956764,25.0,-34.065833,20.404167,23-02-2011
199,23.62283439987513,23.0,25.720618073981587,26.0,64.78648353363508,65.0,26.526611518651475,27.0,-33.980556,21.653333,23-02-2011
200,26.423373866049033,26.0,25.298108473267717,25.0,67.3245512449334,67.0,23.8942289133372,24.0,-22.769722,30.886944,23-02-2011
201,25.610595549148577,26.0,28.76484367961078,29.0,65.6648346697901,66.0,18.202270474817553,18.0,-27.00222,28.76528,23-02-2011
202,24.607763667477244,25.0,26.46365847068359,26.0,62.46347833918758,62.0,19.744033144195253,20.0,-27.02314,28.59389,23-02-2011
