,Land Surface Temperature,Latitude,Longitude,Sample Date
86,15061.0,-26.970278,27.211111,2011-01-24
87,15185.0,-27.671111,27.236944,2011-01-24
88,15094.0,-27.356667,27.286389,2011-01-24
89,15084.0,-27.01011111,26.69808333,2011-01-25
90,15192.0,-26.98472222,26.63227778,2011-01-25
91,15224.0,-27.398611,26.614722,2011-01-25
92,15550.0,-33.818056,19.694722,2011-01-25
93,15082.0,-25.45963889,28.26430556,2011-01-25
94,15416.0,-33.897778,20.012778,2011-01-25
95,15074.0,-25.81048333,27.90955222,2011-01-26
96,15472.0,-34.065833,20.404167,2011-01-26
97,15189.0,-24.058889,31.237222,2011-01-26
98,15101.0,-26.648056,27.089444,2011-01-26
99,14994.0,-26.880278,26.965,2011-01-26
100,15073.0,-27.273889,28.49,2011-01-26
101,15100.0,-27.044444,27.005,2011-01-26
102,15415.0,-34.092222,21.295278,2011-01-26
103,15099.0,-27.02314,28.59389,2011-01-27
104,15057.0,-26.73806,27.59194,2011-01-27
105,15726.0,-28.760833,17.730278,2011-01-30
106,15055.0,-26.861111,28.884722,2011-01-31
107,15058.0,-26.73806,27.59194,2011-01-31
108,15092.0,-25.127778,27.628889,2011-02-01
109,15197.0,-24.69514,27.40906,2011-02-01
110,15134.5,-27.363611,31.783333,2011-02-01
111,15092.0,-27.802778,28.768333,2011-02-01
112,15259.0,-29.160278,26.573333,2011-02-01
113,15294.0,-34.329722,18.990278,2011-02-01
114,15022.0,-25.20639,27.558,2011-02-02
115,15021.5,-23.281,30.54305556,2011-02-03
116,15044.0,-28.801278,31.955389,2011-02-03
117,15086.0,-27.00222,28.76528,2011-02-03
118,15207.0,-27.02314,28.59389,2011-02-03
119,15024.0,-27.3,28.586944,2011-02-03
120,15184.0,-30.679722,26.7125,2011-02-03
121,15417.0,-28.460833,21.248889,2011-02-03
122,15417.0,-28.460833,21.248889,2011-02-04
123,15114.0,-29.140556,31.391944,2011-02-07
124,15034.5,-25.99136,27.84208,2011-02-07
125,15126.0,-24.058889,31.237222,2011-02-07
126,15038.0,-26.73806,27.59194,2011-02-07
127,15206.0,-30.86013889,29.07125,2011-02-07
128,15085.0,-27.356667,27.286389,2011-02-07
129,15121.5,-28.058889,30.373611,2011-02-07
130,15115.0,-27.01011111,26.69808333,2011-02-08
131,15077.5,-27.169444,29.233889,2011-02-08
132,15142.0,-26.98472222,26.63227778,2011-02-08
133,15104.0,-27.398611,26.614722,2011-02-08
134,15105.0,-27.573056,24.746389,2011-02-08
135,15384.0,-33.501667,21.624167,2011-02-08
136,15696.0,-32.502778,19.535833,2011-02-08
137,15081.0,-25.45963889,28.26430556,2011-02-08
138,15061.0,-26.970278,27.211111,2011-02-09
139,15142.0,-27.273889,28.49,2011-02-09
140,14940.0,-28.69485,28.23487,2011-02-09
141,15049.0,-28.883333,27.89,2011-02-09
142,15099.0,-27.02314,28.59389,2011-02-10
143,15167.0,-30.679722,26.7125,2011-02-10
144,15213.0,-30.534167,24.961944,2011-02-10
145,15068.0,-34.031944,22.053333,2011-02-10
146,15073.0,-34.039722,22.133333,2011-02-10
147,15710.0,-32.595833,19.009444,2011-02-10
148,15018.0,-28.801278,31.955389,2011-02-11
149,15139.0,-29.658056,25.973333,2011-02-11
150,15217.0,-28.068333,31.55,2011-02-11
151,15716.5,-28.760833,17.730278,2011-02-13
152,15009.0,-29.7775,29.470833,2011-02-14
153,15012.0,-29.987778,29.851667,2011-02-14
154,15118.0,-29.744167,29.905833,2011-02-14
155,15117.0,-26.861111,28.884722,2011-02-14
156,15056.5,-26.45,28.085833,2011-02-14
157,15192.0,-31.396,29.2651,2011-02-14
158,15032.5,-25.20639,27.558,2011-02-15
159,15191.0,-24.69514,27.40906,2011-02-15
160,15110.0,-26.006389,29.253889,2011-02-15
161,15041.5,-27.802778,28.768333,2011-02-15
162,15104.0,-27.398611,26.614722,2011-02-15
163,15134.0,-27.671111,27.236944,2011-02-15
164,15131.5,-29.160278,26.573333,2011-02-15
165,15183.5,-30.568333,29.422778,2011-02-15
166,15046.5,-30.570833,29.150556,2011-02-15
167,15377.0,-33.38056,19.30167,2011-02-15
168,15441.5,-33.31388889,19.07472222,2011-02-15
169,15073.5,-27.495556,26.074722,2011-02-15
170,15062.5,-25.436111,31.982222,2011-02-16
171,15223.5,-24.39619444,27.08983333,2011-02-16
172,15143.0,-25.67386,31.57527,2011-02-16
173,15288.5,-30.733889,29.828333,2011-02-16
174,15073.0,-30.398056,30.601944,2011-02-16
175,15150.5,-27.273889,28.49,2011-02-16
176,15161.0,-27.3,28.586944,2011-02-16
177,15053.5,-27.044444,27.005,2011-02-16
178,15237.5,-30.86013889,29.07125,2011-02-16
179,15101.5,-30.77586667,29.03221667,2011-02-16
180,15751.5,-33.13083,18.86278,2011-02-16
181,15271.0,-24.925278,29.324444,2011-02-17
182,15098.0,-27.00222,28.76528,2011-02-17
183,15284.0,-27.02314,28.59389,2011-02-17
184,15131.0,-22.43772222,31.07805556,2011-02-18
185,15141.0,-29.803611,30.516111,2011-02-18
186,15071.5,-25.99136,27.84208,2011-02-21
187,15152.0,-26.861111,28.884722,2011-02-21
188,15053.0,-26.73806,27.59194,2011-02-21
189,15103.0,-26.45,28.085833,2011-02-21
190,15133.0,-27.01011111,26.69808333,2011-02-22
191,15136.0,-27.169444,29.233889,2011-02-22
192,15159.0,-26.98472222,26.63227778,2011-02-22
193,15178.5,-27.398611,26.614722,2011-02-22
194,15181.0,-29.160278,26.573333,2011-02-22
195,15368.5,-33.818056,19.694722,2011-02-22
196,15105.5,-25.81048333,27.90955222,2011-02-23
197,15269.0,-29.641944,30.6875,2011-02-23
198,15260.0,-34.065833,20.404167,2011-02-23
199,15292.0,-33.980556,21.653333,2011-02-23
200,15207.0,-22.769722,30.886944,2011-02-23
201,15109.0,-27.00222,28.76528,2011-02-23
202,15297.0,-27.02314,28.59389,2011-02-23
203,15109.5,-27.38972222,26.46388889,2011-02-23
204,15178.5,-27.398611,26.614722,2011-02-23
205,15134.0,-27.671111,27.236944,2011-02-23
206,15072.0,-27.356667,27.286389,2011-02-23
207,15325.5,-33.897778,20.012778,2011-02-23
208,15130.5,-23.763056,27.908611,2011-02-24
209,15391.0,-23.23572222,27.717,2011-02-24
210,15094.0,-28.44555556,32.325,2011-02-24
211,15096.5,-30.679722,26.7125,2011-02-24
212,15072.0,-30.160091,27.40124,2011-02-24
213,15075.5,-30.336111,27.359444,2011-02-24
214,15442.0,-28.460833,21.248889,2011-02-24
215,15263.0,-22.91028,29.61111,2011-02-25
216,15731.0,-28.760833,17.730278,2011-02-27
217,15296.0,-24.183889,30.823889,2011-03-01
218,15211.5,-27.398611,26.614722,2011-03-01
219,15089.5,-27.671111,27.236944,2011-03-01
220,15131.5,-29.160278,26.573333,2011-03-01
221,15108.0,-27.495556,26.074722,2011-03-01
222,15278.0,-23.658056,31.05,2011-03-02
223,14996.5,-26.648056,27.089444,2011-03-02
224,15041.5,-27.802778,28.768333,2011-03-02
225,15090.5,-24.679167,30.8025,2011-03-03
226,15150.5,-27.273889,28.49,2011-03-03
227,15169.0,-27.3,28.586944,2011-03-03
228,15043.0,-30.679722,26.7125,2011-03-03
229,15165.0,-27.02314,28.59389,2011-03-04
230,15047.0,-25.99136,27.84208,2011-03-07
231,15227.0,-31.554722,29.245556,2011-03-07
232,15121.0,-27.01011111,26.69808333,2011-03-08
233,15044.0,-27.802778,28.768333,2011-03-08
234,15148.0,-26.98472222,26.63227778,2011-03-08
235,15225.0,-27.398611,26.614722,2011-03-08
236,15076.0,-27.671111,27.236944,2011-03-08
237,15150.0,-29.160278,26.573333,2011-03-08
238,15209.0,-31.396,29.2651,2011-03-08
239,15123.0,-25.45963889,28.26430556,2011-03-08
240,15085.0,-25.81048333,27.90955222,2011-03-09
241,15357.5,-22.225556,29.990556,2011-03-09
242,15048.5,-26.03611,30.99778,2011-03-09
243,15087.0,-28.404444,30.013056,2011-03-09
244,15034.5,-29.380556,30.2775,2011-03-09
245,15031.0,-26.648056,27.089444,2011-03-09
246,15110.5,-26.970278,27.211111,2011-03-09
247,15152.0,-27.273889,28.49,2011-03-09
248,15062.0,-27.3,28.586944,2011-03-09
249,15096.0,-27.044444,27.005,2011-03-09
250,14951.5,-28.69485,28.23487,2011-03-09
251,15084.5,-28.883333,27.89,2011-03-09
252,14998.0,-30.568333,29.422778,2011-03-09
253,14991.5,-30.570833,29.150556,2011-03-09
254,15214.0,-34.329722,18.990278,2011-03-09
255,15083.0,-30.830556,26.921389,2011-03-10
256,14999.5,-25.49037,30.6986,2011-03-10
257,15034.5,-29.380556,30.2775,2011-03-10
258,15124.5,-30.86013889,29.07125,2011-03-10
259,15069.0,-30.77586667,29.03221667,2011-03-10
260,15115.0,-29.658056,25.973333,2011-03-11
261,15163.0,-30.534167,24.961944,2011-03-11
262,15100.0,-31.031389,28.883333,2011-03-11
263,15101.5,-34.039722,22.133333,2011-03-11
264,15672.0,-28.760833,17.730278,2011-03-13
265,14948.0,-29.7775,29.470833,2011-03-14
266,14956.0,-29.987778,29.851667,2011-03-14
267,15043.0,-29.744167,29.905833,2011-03-14
268,15268.0,-26.861111,28.884722,2011-03-14
269,15008.0,-26.73806,27.59194,2011-03-14
270,15015.0,-26.45,28.085833,2011-03-14
271,15131.0,-25.127778,27.628889,2011-03-15
272,15142.0,-25.20639,27.558,2011-03-15
273,15151.0,-24.69514,27.40906,2011-03-15
274,15021.0,-25.73411,27.21422,2011-03-15
275,15140.0,-26.006389,29.253889,2011-03-15
276,15266.0,-28.747778,31.745833,2011-03-15
277,15132.0,-30.733889,29.828333,2011-03-15
278,15198.0,-27.398611,26.614722,2011-03-15
279,15090.0,-27.495556,26.074722,2011-03-15
280,15128.0,-24.282222,28.090278,2011-03-16
281,15121.0,-30.398056,30.601944,2011-03-16
282,15143.0,-30.27402,30.69602,2011-03-16
283,15060.0,-26.880278,26.965,2011-03-16
284,15145.0,-27.273889,28.49,2011-03-16
285,15064.0,-34.031944,22.053333,2011-03-16
286,15178.5,-23.763056,27.908611,2011-03-17
287,15207.5,-27.00222,28.76528,2011-03-17
288,15218.0,-27.02314,28.59389,2011-03-17
289,15255.5,-24.925278,29.324444,2011-03-18
290,15112.0,-29.803611,30.516111,2011-03-18
291,15140.0,-26.970278,27.211111,2011-03-21
292,15123.0,-27.01011111,26.69808333,2011-03-22
293,15032.0,-25.99136,27.84208,2011-03-22
294,15213.0,-26.861111,28.884722,2011-03-22
295,15015.0,-26.45,28.085833,2011-03-22
296,15152.0,-27.398611,26.614722,2011-03-22
297,15188.0,-33.501667,21.624167,2011-03-22
298,15180.0,-33.31388889,19.07472222,2011-03-22
299,15134.0,-28.338333,31.373611,2011-03-22
300,15194.0,-29.641944,30.6875,2011-03-23
301,15000.0,-28.735556,29.820556,2011-03-23
302,15068.0,-26.648056,27.089444,2011-03-23
303,15137.0,-27.044444,27.005,2011-03-23
304,15056.0,-29.160278,26.573333,2011-03-23
305,15384.0,-33.13083,18.86278,2011-03-23
306,15109.0,-25.45963889,28.26430556,2011-03-23
307,15046.0,-25.81048333,27.90955222,2011-03-24
308,15172.0,-27.602222,29.942778,2011-03-24
309,14994.0,-27.3,28.586944,2011-03-24
310,15062.0,-33.38056,19.30167,2011-03-24
311,15087.5,-27.00222,28.76528,2011-03-25
312,15126.0,-27.02314,28.59389,2011-03-25
313,14943.5,-30.160091,27.40124,2011-03-25
314,14974.5,-30.336111,27.359444,2011-03-25
315,15537.5,-28.760833,17.730278,2011-03-27
316,15266.0,-22.43772222,31.07805556,2011-03-28
317,15003.0,-26.73806,27.59194,2011-03-28
318,15020.0,-25.127778,27.628889,2011-03-29
319,15118.0,-25.20639,27.558,2011-03-29
320,15104.0,-24.69514,27.40906,2011-03-29
321,15107.0,-27.169444,29.233889,2011-03-29
322,15163.0,-26.98472222,26.63227778,2011-03-29
323,14980.0,-28.141944,26.417778,2011-03-29
324,15043.0,-28.116667,26.725278,2011-03-29
325,15038.0,-27.398611,26.614722,2011-03-29
326,15056.0,-29.160278,26.573333,2011-03-29
327,15011.0,-27.495556,26.074722,2011-03-29
328,15043.0,-34.065833,20.404167,2011-03-30
329,15118.0,-27.363611,31.783333,2011-03-30
330,15084.0,-26.905,32.324722,2011-03-30
331,15191.0,-28.75,30.442778,2011-03-30
332,15186.0,-29.161667,30.629722,2011-03-30
333,15066.0,-26.880278,26.965,2011-03-30
334,15038.0,-27.398611,26.614722,2011-03-30
335,14957.0,-28.69485,28.23487,2011-03-30
336,15011.0,-28.883333,27.89,2011-03-30
337,15061.0,-33.818056,19.694722,2011-03-30
338,14940.0,-34.075556,20.145556,2011-03-30
339,15199.0,-27.00222,28.76528,2011-03-31
340,15197.0,-27.02314,28.59389,2011-03-31
341,14913.0,-30.679722,26.7125,2011-03-31
342,14924.0,-30.534167,24.961944,2011-03-31
343,14961.0,-33.897778,20.012778,2011-03-31
344,15362.0,-22.769722,30.886944,2011-04-01
345,15006.0,-27.802778,28.768333,2011-04-01
346,14970.0,-27.5275,30.858056,2011-04-02
347,14974.0,-25.99136,27.84208,2011-04-04
348,14837.0,-25.513889,31.224444,2011-04-04
349,15042.0,-25.398889,31.610556,2011-04-04
350,15180.5,-24.183889,30.823889,2011-04-05
351,15199.0,-23.281,30.54305556,2011-04-05
352,15082.5,-25.362222,31.956667,2011-04-05
353,14945.0,-29.380556,30.2775,2011-04-05
354,14969.0,-27.398611,26.614722,2011-04-05
355,15070.5,-25.45963889,28.26430556,2011-04-05
356,14951.5,-25.81048333,27.90955222,2011-04-06
357,15242.5,-23.658056,31.05,2011-04-06
358,15140.0,-24.058889,31.237222,2011-04-06
359,14932.0,-24.034167,31.123611,2011-04-06
360,14721.0,-24.99328,30.81444,2011-04-06
361,15208.0,-25.14944444,31.94055556,2011-04-06
362,14999.0,-27.937778,31.209444,2011-04-06
363,14883.0,-28.404444,30.013056,2011-04-06
364,14901.0,-26.880278,26.965,2011-04-06
365,14716.0,-31.000833,26.353056,2011-04-06
366,14862.0,-24.679167,30.8025,2011-04-07
367,14721.0,-24.99328,30.81444,2011-04-07
368,15147.0,-27.02314,28.59389,2011-04-07
369,15342.0,-28.760833,17.730278,2011-04-10
370,14764.0,-26.73806,27.59194,2011-04-10
371,14794.0,-25.49037,30.6986,2011-04-11
372,14750.5,-29.987778,29.851667,2011-04-11
373,14836.5,-29.744167,29.905833,2011-04-11
374,15021.0,-26.861111,28.884722,2011-04-11
375,14816.0,-26.970278,27.211111,2011-04-11
376,14821.5,-26.45,28.085833,2011-04-11
377,14798.5,-31.396,29.2651,2011-04-11
378,14783.0,-31.554722,29.245556,2011-04-11
379,14825.5,-27.356667,27.286389,2011-04-11
380,14790.0,-25.447222,30.711667,2011-04-11
381,14824.5,-27.01011111,26.69808333,2011-04-12
382,14834.5,-25.127778,27.628889,2011-04-12
383,14991.0,-25.20639,27.558,2011-04-12
384,15097.0,-24.69514,27.40906,2011-04-12
385,14847.0,-25.73411,27.21422,2011-04-12
386,14800.0,-26.006389,29.253889,2011-04-12
387,14818.5,-26.03611,30.99778,2011-04-12
388,14896.0,-28.801278,31.955389,2011-04-12
389,14969.0,-30.733889,29.828333,2011-04-12
390,14886.5,-27.169444,29.233889,2011-04-12
391,14718.5,-27.802778,28.768333,2011-04-12
392,14833.0,-26.98472222,26.63227778,2011-04-12
393,14881.0,-27.398611,26.614722,2011-04-12
394,14851.0,-29.160278,26.573333,2011-04-12
395,14827.5,-30.568333,29.422778,2011-04-12
396,14717.5,-30.570833,29.150556,2011-04-12
397,14939.5,-33.501667,21.624167,2011-04-12
398,14838.0,-27.495556,26.074722,2011-04-12
399,14827.5,-25.57877778,29.12747222,2011-04-12
400,14896.0,-28.801278,31.955389,2011-04-13
401,14942.5,-30.398056,30.601944,2011-04-13
402,14913.5,-30.27402,30.69602,2011-04-13
403,14819.5,-26.648056,27.089444,2011-04-13
404,14919.0,-27.044444,27.005,2011-04-13
405,14912.5,-31.031389,28.883333,2011-04-13
406,14857.0,-30.86013889,29.07125,2011-04-13
407,14995.0,-24.925278,29.324444,2011-04-14
408,14849.0,-27.00222,28.76528,2011-04-14
409,14903.0,-27.02314,28.59389,2011-04-14
410,14638.0,-30.160091,27.40124,2011-04-14
411,14643.0,-30.336111,27.359444,2011-04-14
412,14698.0,-30.830556,26.921389,2011-04-15
413,14712.0,-27.902778,24.615556,2011-04-15
414,14807.0,-34.031944,22.053333,2011-04-15
415,14806.0,-29.803611,30.516111,2011-04-15
416,15169.0,-22.43772222,31.07805556,2011-04-16
417,14677.0,-25.99136,27.84208,2011-04-18
418,14713.0,-34.039722,22.133333,2011-04-18
419,14747.5,-28.735556,29.820556,2011-04-19
420,14694.5,-27.802778,28.768333,2011-04-19
421,14721.0,-33.38056,19.30167,2011-04-19
422,14851.5,-33.31388889,19.07472222,2011-04-19
423,14726.0,-27.356667,27.286389,2011-04-19
424,15082.5,-28.068333,31.55,2011-04-19
425,14793.5,-27.398611,26.614722,2011-04-20
426,14794.0,-29.160278,26.573333,2011-04-20
427,14675.0,-30.830556,26.921389,2011-04-21
428,14987.0,-27.363611,31.783333,2011-04-21
429,14778.0,-27.044444,27.005,2011-04-21
430,14738.5,-27.902778,24.615556,2011-04-21
431,15085.0,-28.760833,17.730278,2011-04-25
432,14747.5,-26.861111,28.884722,2011-04-25
433,14652.0,-26.970278,27.211111,2011-04-25
434,14779.0,-26.45,28.085833,2011-04-25
435,14702.5,-27.01011111,26.69808333,2011-04-26
436,14771.0,-25.127778,27.628889,2011-04-26
437,14909.0,-25.20639,27.558,2011-04-26
438,14855.0,-24.69514,27.40906,2011-04-26
439,14733.5,-27.169444,29.233889,2011-04-26
440,14698.0,-26.98472222,26.63227778,2011-04-26
441,14697.5,-27.398611,26.614722,2011-04-26
442,14736.5,-27.495556,26.074722,2011-04-26
443,14716.5,-34.065833,20.404167,2011-04-27
444,14892.0,-28.75,30.442778,2011-04-27
445,14796.0,-29.161667,30.629722,2011-04-27
446,14729.0,-26.880278,26.965,2011-04-27
447,14646.0,-33.897778,20.012778,2011-04-28
448,14745.0,-25.99136,27.84208,2011-05-02
449,14749.0,-29.380556,30.2775,2011-05-03
450,14697.0,-26.45,28.085833,2011-05-03
451,14711.0,-27.902778,24.615556,2011-05-03
452,14842.0,-25.45963889,28.26430556,2011-05-03
453,14799.0,-25.57877778,29.12747222,2011-05-03
454,14741.0,-25.81048333,27.90955222,2011-05-04
455,14760.0,-26.006389,29.253889,2011-05-04
456,14707.5,-28.404444,30.013056,2011-05-04
457,14662.5,-27.802778,28.768333,2011-05-04
458,14646.5,-27.356667,27.286389,2011-05-04
459,14847.0,-27.937778,31.209444,2011-05-05
460,14780.5,-27.5275,30.858056,2011-05-05
461,14726.0,-27.3,28.586944,2011-05-05
462,14694.0,-27.398611,26.614722,2011-05-05
463,14721.5,-27.00222,28.76528,2011-05-06
464,14729.5,-27.02314,28.59389,2011-05-06
465,14694.5,-26.648056,27.089444,2011-05-06
466,14638.0,-26.970278,27.211111,2011-05-06
467,14959.0,-28.760833,17.730278,2011-05-08
468,14668.0,-29.7775,29.470833,2011-05-09
469,14645.0,-29.744167,29.905833,2011-05-09
470,14728.0,-26.861111,28.884722,2011-05-09
471,14652.0,-26.970278,27.211111,2011-05-09
472,14663.0,-31.104278,29.399722,2011-05-09
473,14748.0,-25.127778,27.628889,2011-05-10
474,14903.0,-25.20639,27.558,2011-05-10
475,14878.0,-24.69514,27.40906,2011-05-10
476,15033.0,-24.058889,31.237222,2011-05-10
477,14936.0,-24.034167,31.123611,2011-05-10
478,14891.0,-28.747778,31.745833,2011-05-10
479,14756.0,-30.733889,29.828333,2011-05-10
480,14695.0,-26.98472222,26.63227778,2011-05-10
481,14718.0,-27.398611,26.614722,2011-05-10
482,14658.0,-29.160278,26.573333,2011-05-10
483,14729.0,-31.396,29.2651,2011-05-10
484,14604.0,-33.501667,21.624167,2011-05-10
485,14712.0,-32.502778,19.535833,2011-05-10
486,14919.0,-31.5653,18.3306,2011-05-10
487,14718.0,-27.495556,26.074722,2011-05-10
488,14881.0,-24.183889,30.823889,2011-05-11
489,14813.0,-28.801278,31.955389,2011-05-11
490,14763.0,-30.398056,30.601944,2011-05-11
491,14810.0,-30.27402,30.69602,2011-05-11
492,14721.0,-27.00222,28.76528,2011-05-11
493,14708.0,-27.02314,28.59389,2011-05-11
494,14725.0,-27.273889,28.49,2011-05-11
495,14788.0,-27.4275,28.525833,2011-05-11
496,14699.0,-27.044444,27.005,2011-05-11
497,15874.0,-22.225556,29.990556,2014-11-24
498,14731.0,-30.568333,29.422778,2011-05-11
499,14611.0,-30.570833,29.150556,2011-05-11
500,14781.0,-32.595833,19.009444,2011-05-11
501,14822.5,-29.140556,31.391944,2011-05-12
502,14774.5,-29.641944,30.6875,2011-05-12
503,14737.5,-24.679167,30.8025,2011-05-12
504,14471.5,-30.830556,26.921389,2011-05-12
505,14779.5,-30.13573889,30.67422222,2011-05-12
506,14683.0,-26.73806,27.59194,2011-05-12
507,14423.5,-31.000833,26.353056,2011-05-12
508,15042.0,-22.225556,29.990556,2015-07-30
509,15086.0,-22.225556,29.990556,2015-08-03
510,14460.5,-30.679722,26.7125,2011-05-12
511,14678.0,-31.031389,28.883333,2011-05-12
512,14735.5,-30.86013889,29.07125,2011-05-12
513,14668.5,-30.77586667,29.03221667,2011-05-12
514,14841.0,-24.925278,29.324444,2011-05-13
515,14582.5,-29.658056,25.973333,2011-05-13
516,14540.0,-30.534167,24.961944,2011-05-13
517,14704.0,-29.803611,30.516111,2011-05-13
518,14719.5,-25.447222,30.711667,2011-05-13
519,14741.0,-25.99136,27.84208,2011-05-16
520,14698.0,-25.513889,31.224444,2011-05-16
521,14728.0,-26.861111,28.884722,2011-05-16
522,14623.0,-26.970278,27.211111,2011-05-16
523,14472.0,-34.031944,22.053333,2011-05-16
524,14614.0,-34.039722,22.133333,2011-05-16
525,14348.0,-33.38056,19.30167,2011-05-16
526,14421.0,-33.31388889,19.07472222,2011-05-16
527,14639.0,-27.01011111,26.69808333,2011-05-17
528,14918.0,-25.436111,31.982222,2011-05-17
529,14901.0,-25.681111,31.783333,2011-05-17
530,14967.0,-25.67386,31.57527,2011-05-17
531,14605.0,-26.98472222,26.63227778,2011-05-17
532,14669.0,-27.398611,26.614722,2011-05-17
533,14877.0,-25.45963889,28.26430556,2011-05-17
534,14767.0,-28.338333,31.373611,2011-05-17
535,14839.0,-28.068333,31.55,2011-05-17
536,14718.0,-25.81048333,27.90955222,2011-05-18
537,14912.0,-24.768889,31.39,2011-05-18
538,14664.0,-26.880278,26.965,2011-05-18
539,14754.0,-28.801278,31.955389,2011-05-19
540,14681.0,-27.169444,29.233889,2011-05-19
541,14721.0,-25.447222,30.711667,2011-05-19
542,15003.0,-22.548889,28.898056,2011-05-20
543,15071.5,-22.43772222,31.07805556,2011-05-20
544,14515.0,-27.902778,24.615556,2011-05-20
545,14858.5,-28.760833,17.730278,2011-05-22
546,14661.0,-25.49037,30.6986,2011-05-23
547,14701.0,-28.75,30.442778,2011-05-23
548,14638.5,-26.73806,27.59194,2011-05-23
549,14649.0,-26.45,28.085833,2011-05-23
550,14618.0,-27.356667,27.286389,2011-05-23
551,14842.0,-22.935,28.004167,2011-05-24
552,14427.0,-33.980556,21.653333,2011-05-24
553,14568.0,-25.127778,27.628889,2011-05-24
554,14650.0,-25.20639,27.558,2011-05-24
